time	V(n010)	V(n028)
1.019064802927766e-004	1.404066e+001	1.663094e-001
1.019670123937264e-004	1.401332e+001	1.663094e-001
1.020576800636747e-004	1.397241e+001	1.663094e-001
1.021145885313629e-004	1.394677e+001	1.663094e-001
1.021559053041507e-004	1.392834e+001	1.663094e-001
1.021938529170083e-004	1.391209e+001	1.663094e-001
1.022367553194098e-004	1.389510e+001	1.663095e-001
1.022573624768139e-004	1.388797e+001	1.663094e-001
1.022798606378633e-004	1.388172e+001	1.663094e-001
1.023077521138879e-004	1.387589e+001	1.663094e-001
1.023313918257843e-004	1.387242e+001	1.663094e-001
1.023572828949687e-004	1.386989e+001	1.663094e-001
1.023861350371025e-004	1.386806e+001	1.663094e-001
1.024273259543837e-004	1.386650e+001	1.663094e-001
1.024801226588434e-004	1.386542e+001	1.663094e-001
1.025578298550628e-004	1.386468e+001	1.663094e-001
1.026699583679264e-004	1.386420e+001	1.663094e-001
1.028452155289322e-004	1.386384e+001	1.663094e-001
1.030994573795185e-004	1.386353e+001	1.663094e-001
1.032217548448539e-004	1.386342e+001	1.663094e-001
1.032824417532136e-004	1.386337e+001	1.663094e-001
1.033189511227550e-004	1.386333e+001	1.663094e-001
1.033476637349040e-004	1.386331e+001	1.663095e-001
1.033588612249642e-004	1.386330e+001	1.663095e-001
1.033765166763290e-004	1.386328e+001	1.663094e-001
1.033934613855828e-004	1.386326e+001	1.663094e-001
1.034047742997507e-004	1.386325e+001	1.663095e-001
1.034128988058672e-004	1.386324e+001	1.663094e-001
1.034212239394566e-004	1.386324e+001	1.663094e-001
1.034300767051785e-004	1.386323e+001	1.663094e-001
1.034403004858200e-004	1.386322e+001	1.663094e-001
1.034506290826451e-004	1.386321e+001	1.663094e-001
1.034619921062852e-004	1.386320e+001	1.663094e-001
1.034733941418092e-004	1.386319e+001	1.663094e-001
1.034854218632947e-004	1.386318e+001	1.663094e-001
1.034971424400330e-004	1.386317e+001	1.663094e-001
1.035135840236573e-004	1.386315e+001	1.663094e-001
1.035300256072817e-004	1.386314e+001	1.663094e-001
1.035464671909060e-004	1.386313e+001	1.663094e-001
1.035629087745303e-004	1.386311e+001	1.663094e-001
1.035793503581547e-004	1.386310e+001	1.663094e-001
1.035957919417790e-004	1.386309e+001	1.663094e-001
1.036122335254033e-004	1.386308e+001	1.663094e-001
1.036908524527438e-004	1.386302e+001	1.663094e-001
1.038299772954179e-004	1.386294e+001	1.663094e-001
1.038797073899464e-004	1.386292e+001	1.663094e-001
1.039791675789964e-004	1.386287e+001	1.663094e-001
1.041536457701275e-004	1.386280e+001	1.663094e-001
1.043154396517323e-004	1.386275e+001	1.663094e-001
1.045370489252753e-004	1.386269e+001	1.663094e-001
1.047890803642301e-004	1.386263e+001	1.663094e-001
1.051828254112971e-004	1.386257e+001	1.663094e-001
1.056004754824702e-004	1.386252e+001	1.663094e-001
1.063953256625685e-004	1.386247e+001	1.663094e-001
1.071529383206843e-004	1.386244e+001	1.663094e-001
1.084120616972120e-004	1.386241e+001	1.663094e-001
1.104407016208064e-004	1.386240e+001	1.663094e-001
1.123277275835236e-004	1.386240e+001	1.663094e-001
1.161017795089578e-004	1.386240e+001	1.663094e-001
1.210121553079785e-004	1.386240e+001	1.663094e-001
1.290121553079796e-004	1.386240e+001	1.663094e-001
1.370121553079806e-004	1.386240e+001	1.663094e-001
1.450121553079817e-004	1.386240e+001	1.663094e-001
1.530121553079827e-004	1.386240e+001	1.663094e-001
1.610121553079838e-004	1.386240e+001	1.663094e-001
1.690121553079849e-004	1.386240e+001	1.663094e-001
1.770121553079859e-004	1.386240e+001	1.663116e-001
1.780121553079869e-004	1.386240e+001	1.663099e-001
1.782621553079872e-004	1.386240e+001	1.663094e-001
1.787621553079877e-004	1.386240e+001	1.663094e-001
1.787735198003487e-004	1.386240e+001	1.663094e-001
1.787962487850708e-004	1.386240e+001	1.663094e-001
1.788417067545151e-004	1.386240e+001	1.663094e-001
1.789326226934035e-004	1.386240e+001	1.663094e-001
1.791144545711804e-004	1.386240e+001	1.663094e-001
1.791788817810391e-004	1.386240e+001	1.663094e-001
1.792495779419506e-004	1.386240e+001	1.663094e-001
1.792505903070799e-004	1.386240e+001	1.663094e-001
1.792526150373314e-004	1.386240e+001	1.663094e-001
1.792566644978344e-004	1.386240e+001	1.663094e-001
1.792647634188474e-004	1.386240e+001	1.663094e-001
1.792809612608734e-004	1.386240e+001	1.663094e-001
1.792824798085638e-004	1.386240e+001	1.663094e-001
1.792845045388153e-004	1.386240e+001	1.663094e-001
1.792885539993183e-004	1.385644e+001	1.663094e-001
1.792966529203313e-004	1.377800e+001	1.663094e-001
1.792994908878312e-004	1.367815e+001	1.663094e-001
1.792996616082621e-004	1.366350e+001	1.663094e-001
1.793000030491238e-004	1.361470e+001	1.663094e-001
1.793006859308541e-004	1.345516e+001	1.663094e-001
1.793016726426566e-004	1.302400e+001	1.663094e-001
1.793026863222136e-004	1.217344e+001	1.663094e-001
1.793036681791010e-004	1.073130e+001	1.663094e-001
1.793044933400059e-004	8.864092e+000	1.663094e-001
1.793053915975160e-004	6.231535e+000	1.663094e-001
1.793059773893754e-004	4.356357e+000	1.663094e-001
1.793064149212126e-004	3.037452e+000	1.663094e-001
1.793068642541307e-004	1.945694e+000	1.663094e-001
1.793074180641840e-004	1.022566e+000	1.663094e-001
1.793079754397256e-004	4.656009e-001	1.663094e-001
1.793081871515612e-004	3.529407e-001	1.663094e-001
1.793083860973099e-004	2.991409e-001	1.663094e-001
1.793086706539313e-004	2.524136e-001	1.663094e-001
1.793089433190370e-004	2.265451e-001	1.663094e-001
1.793092581107436e-004	2.102150e-001	1.663094e-001
1.793095846196052e-004	2.001113e-001	1.663094e-001
1.793100302063463e-004	1.911826e-001	1.663094e-001
1.793106049991430e-004	1.834051e-001	1.663094e-001
1.793115533090320e-004	1.753878e-001	1.663094e-001
1.793128811243966e-004	1.694094e-001	1.663094e-001
1.793146492988090e-004	1.664196e-001	1.663094e-001
1.793196613977810e-004	1.656942e-001	1.663094e-001
1.793377162026395e-004	1.656943e-001	1.663094e-001
1.793557710074980e-004	1.656944e-001	1.663094e-001
1.793738258123565e-004	1.656945e-001	1.663094e-001
1.793918806172150e-004	1.656947e-001	1.663094e-001
1.794099354220735e-004	1.656948e-001	1.663094e-001
1.794279902269321e-004	1.656949e-001	1.663094e-001
1.794460450317906e-004	1.656950e-001	1.663094e-001
1.794891245076452e-004	1.656954e-001	1.663094e-001
1.795494658527602e-004	1.656962e-001	1.663094e-001
1.795788904164278e-004	1.656971e-001	1.663094e-001
1.796057919760258e-004	1.656991e-001	1.663094e-001
1.796223662961713e-004	1.657033e-001	1.663094e-001
1.796378626288606e-004	1.657106e-001	1.663094e-001
1.796575936721667e-004	1.657218e-001	1.663094e-001
1.797009065429359e-004	1.657466e-001	1.663094e-001
1.797832429529245e-004	1.657935e-001	1.663094e-001
1.798217259060195e-004	1.658154e-001	1.663094e-001
1.798613604787336e-004	1.658380e-001	1.663094e-001
1.798949601612837e-004	1.658570e-001	1.663094e-001
1.799331689305433e-004	1.658787e-001	1.663094e-001
1.799797827675559e-004	1.659051e-001	1.663094e-001
1.800330710472406e-004	1.659352e-001	1.663094e-001
1.800985962229287e-004	1.659722e-001	1.663094e-001
1.801993049063699e-004	1.660289e-001	1.663094e-001
1.802620868113919e-004	1.660642e-001	1.663094e-001
1.803143405907856e-004	1.660935e-001	1.663094e-001
1.803535180980864e-004	1.661154e-001	1.663094e-001
1.803798625032022e-004	1.661301e-001	1.663094e-001
1.804125763780681e-004	1.661483e-001	1.663094e-001
1.804338553757501e-004	1.661599e-001	1.663094e-001
1.804581896634808e-004	1.661727e-001	1.663094e-001
1.804814139455616e-004	1.661848e-001	1.663094e-001
1.804962223896645e-004	1.661926e-001	1.663094e-001
1.805180884897686e-004	1.662039e-001	1.663094e-001
1.805567521074164e-004	1.662240e-001	1.663094e-001
1.805947153759244e-004	1.662433e-001	1.663094e-001
1.806312973576044e-004	1.662605e-001	1.663094e-001
1.806725467144096e-004	1.662771e-001	1.663094e-001
1.806975432636013e-004	1.662850e-001	1.663094e-001
1.807267942061791e-004	1.662917e-001	1.663094e-001
1.807597031466823e-004	1.662968e-001	1.663094e-001
1.808112080705845e-004	1.663017e-001	1.663094e-001
1.808454763116835e-004	1.663035e-001	1.663094e-001
1.808743166794580e-004	1.663043e-001	1.663094e-001
1.809106124432275e-004	1.663049e-001	1.663094e-001
1.809440840529406e-004	1.663052e-001	1.663094e-001
1.809861485451078e-004	1.663054e-001	1.663094e-001
1.810289834899281e-004	1.663055e-001	1.663094e-001
1.810864994203007e-004	1.663056e-001	1.663094e-001
1.811525970420447e-004	1.663056e-001	1.663094e-001
1.812499863031655e-004	1.663056e-001	1.663094e-001
1.813816803708304e-004	1.663058e-001	1.663094e-001
1.814328386556680e-004	1.663060e-001	1.663094e-001
1.814870544467953e-004	1.663065e-001	1.663094e-001
1.815091658539658e-004	1.663068e-001	1.663094e-001
1.815431700391001e-004	1.663073e-001	1.663094e-001
1.815719545402647e-004	1.663078e-001	1.663094e-001
1.815982269426086e-004	1.663081e-001	1.663094e-001
1.816264100616971e-004	1.663084e-001	1.663094e-001
1.816472248797260e-004	1.663086e-001	1.663094e-001
1.816655623814931e-004	1.663087e-001	1.663094e-001
1.816839550841040e-004	1.663089e-001	1.663094e-001
1.817011277081629e-004	1.663090e-001	1.663094e-001
1.817195032140159e-004	1.663090e-001	1.663094e-001
1.817361186239319e-004	1.663091e-001	1.663094e-001
1.817584266020356e-004	1.663092e-001	1.663094e-001
1.817872944849877e-004	1.663092e-001	1.663094e-001
1.818213130464486e-004	1.663093e-001	1.663094e-001
1.818650506773684e-004	1.663093e-001	1.663094e-001
1.819049454574034e-004	1.663094e-001	1.663094e-001
1.819503434472292e-004	1.663094e-001	1.663094e-001
1.819938632511980e-004	1.663094e-001	1.663094e-001
1.820386225058410e-004	1.663094e-001	1.663094e-001
1.820814188271819e-004	1.663094e-001	1.663094e-001
1.821336717680103e-004	1.663094e-001	1.663094e-001
1.821992391910152e-004	1.663094e-001	1.663094e-001
1.822713722233055e-004	1.663094e-001	1.663094e-001
1.823530203897486e-004	1.663094e-001	1.663094e-001
1.824448180174770e-004	1.663094e-001	1.663094e-001
1.825609270599340e-004	1.663094e-001	1.663094e-001
1.827032917540786e-004	1.663094e-001	1.663094e-001
1.828864822040199e-004	1.663094e-001	1.663094e-001
1.831073241736481e-004	1.663094e-001	1.663094e-001
1.833911677969410e-004	1.663094e-001	1.663094e-001
1.837466264684937e-004	1.663094e-001	1.663094e-001
1.842202866618528e-004	1.663094e-001	1.663094e-001
1.848209258589820e-004	1.663094e-001	1.663094e-001
1.856672186781594e-004	1.663094e-001	1.663094e-001
1.867791811695357e-004	1.663094e-001	1.663094e-001
1.883509882449480e-004	1.663094e-001	1.663094e-001
1.905681224849201e-004	1.663094e-001	1.663094e-001
1.937863707514378e-004	1.663094e-001	1.663094e-001
1.985951177911616e-004	1.663094e-001	1.663094e-001
2.058660767116222e-004	1.663094e-001	1.663094e-001
2.138660767116232e-004	1.663094e-001	1.663094e-001
2.218660767116243e-004	1.663094e-001	1.663094e-001
2.298660767116253e-004	1.663094e-001	1.663094e-001
2.378660767116264e-004	1.663094e-001	1.663094e-001
2.458660767116275e-004	1.663094e-001	1.663094e-001
2.538660767116285e-004	1.663094e-001	1.663094e-001
2.618660767116296e-004	1.663094e-001	1.663094e-001
2.698660767116307e-004	1.663094e-001	1.663094e-001
2.759215565502210e-004	1.663094e-001	1.663094e-001
2.830876894955037e-004	1.663094e-001	1.663094e-001
2.910876894955047e-004	1.663094e-001	1.663094e-001
2.976608914715684e-004	1.663104e-001	1.663094e-001
2.977776004491825e-004	1.663101e-001	1.663094e-001
2.980110184044107e-004	1.663094e-001	1.663094e-001
2.984778543148672e-004	1.663094e-001	1.663094e-001
2.994407033801855e-004	1.663094e-001	1.663094e-001
2.994990578689891e-004	1.663094e-001	1.663094e-001
2.996157668466032e-004	1.663094e-001	1.663094e-001
2.998491848018314e-004	1.663094e-001	1.663094e-001
3.003306093344871e-004	1.663094e-001	1.663094e-001
3.003597865788923e-004	1.663094e-001	1.663094e-001
3.004181410676959e-004	1.663094e-001	1.663094e-001
3.005434093204945e-004	1.663094e-001	1.663094e-001
3.005842018637822e-004	1.663094e-001	1.663094e-001
3.006356522456538e-004	1.663094e-001	1.663094e-001
3.006500669143417e-004	1.663094e-001	1.671170e-001
3.006533880578269e-004	1.663094e-001	1.688938e-001
3.006562008606370e-004	1.663094e-001	1.721008e-001
3.006590707789053e-004	1.663094e-001	1.776073e-001
3.006617494045877e-004	1.663094e-001	1.857359e-001
3.006643241579565e-004	1.663094e-001	1.981972e-001
3.006672931970475e-004	1.663095e-001	2.211414e-001
3.006701442994572e-004	1.663095e-001	2.562069e-001
3.006727486744507e-004	1.663095e-001	3.076193e-001
3.006756479595821e-004	1.663096e-001	3.971265e-001
3.006784936142870e-004	1.663096e-001	5.315784e-001
3.006816002959351e-004	1.663098e-001	7.473746e-001
3.006847800900436e-004	1.663100e-001	1.052917e+000
3.006881108122486e-004	1.663104e-001	1.465783e+000
3.006915816635633e-004	1.663110e-001	1.981439e+000
3.006955978468867e-004	1.663119e-001	2.647412e+000
3.006999432016433e-004	1.663131e-001	3.397790e+000
3.007069816886379e-004	1.663156e-001	4.578183e+000
3.007165480956239e-004	1.663195e-001	6.036381e+000
3.007271667626876e-004	1.663245e-001	7.431677e+000
3.007385294698586e-004	1.663304e-001	8.671517e+000
3.007513358012776e-004	1.663374e-001	9.799006e+000
3.007670740939467e-004	1.663463e-001	1.088772e+001
3.007837819047621e-004	1.663560e-001	1.176685e+001
3.008029153601585e-004	1.663672e-001	1.250502e+001
3.008238481051334e-004	1.663795e-001	1.307912e+001
3.008471874802812e-004	1.663933e-001	1.351545e+001
3.008738039091338e-004	1.664091e-001	1.384288e+001
3.009003765804819e-004	1.664248e-001	1.405024e+001
3.009295990922534e-004	1.664421e-001	1.418944e+001
3.009607298099376e-004	1.664605e-001	1.427713e+001
3.009969762131429e-004	1.664819e-001	1.433399e+001
3.010380930372619e-004	1.665061e-001	1.436730e+001
3.010885802755756e-004	1.665358e-001	1.438602e+001
3.011504470832455e-004	1.665721e-001	1.439499e+001
3.012334560512850e-004	1.666207e-001	1.439864e+001
3.013488902317701e-004	1.666881e-001	1.439970e+001
3.015335670737487e-004	1.667954e-001	1.439986e+001
3.016420512517437e-004	1.668580e-001	1.439986e+001
3.017155458177601e-004	1.668983e-001	1.439986e+001
3.017592852572679e-004	1.669159e-001	1.439986e+001
3.017925933193194e-004	1.669213e-001	1.439986e+001
3.018151815852299e-004	1.669221e-001	1.439986e+001
3.018442422478979e-004	1.669225e-001	1.439986e+001
3.018688686060589e-004	1.669228e-001	1.439986e+001
3.018965506118021e-004	1.669230e-001	1.439986e+001
3.019093536775902e-004	1.669231e-001	1.439986e+001
3.019254509986566e-004	1.669232e-001	1.439986e+001
3.019409888266184e-004	1.669233e-001	1.439986e+001
3.019597232762419e-004	1.669234e-001	1.439986e+001
3.019795953203772e-004	1.669235e-001	1.439986e+001
3.020056533873106e-004	1.669237e-001	1.439986e+001
3.020365613255471e-004	1.669238e-001	1.439986e+001
3.020806091383679e-004	1.669239e-001	1.439986e+001
3.021406947562519e-004	1.669241e-001	1.439986e+001
3.022437272039366e-004	1.669243e-001	1.439986e+001
3.024261476333862e-004	1.669246e-001	1.439986e+001
3.027898268878962e-004	1.669250e-001	1.439986e+001
3.033097532109327e-004	1.669253e-001	1.439986e+001
3.040399752874748e-004	1.669255e-001	1.439986e+001
3.051151243632019e-004	1.669257e-001	1.439986e+001
3.062691077632337e-004	1.669257e-001	1.439986e+001
3.077910122122468e-004	1.669258e-001	1.439986e+001
3.095998506726372e-004	1.669258e-001	1.439986e+001
3.122899306371926e-004	1.669258e-001	1.439986e+001
3.160511372794009e-004	1.669258e-001	1.439986e+001
3.229660005195575e-004	1.669258e-001	1.439986e+001
3.309660005195586e-004	1.669258e-001	1.439986e+001
3.389660005195597e-004	1.669258e-001	1.439986e+001
3.469660005195607e-004	1.669258e-001	1.439986e+001
3.549660005195618e-004	1.669258e-001	1.439986e+001
3.629660005195629e-004	1.669258e-001	1.439986e+001
3.709660005195639e-004	1.669258e-001	1.439986e+001
3.710910005195606e-004	1.669258e-001	1.439986e+001
3.713410005195608e-004	1.669258e-001	1.439986e+001
3.718410005195613e-004	1.669258e-001	1.439986e+001
3.728410005195623e-004	1.669258e-001	1.439986e+001
3.748410005195643e-004	1.669258e-001	1.439986e+001
3.749035005195661e-004	1.669258e-001	1.439986e+001
3.750285005195628e-004	1.669258e-001	1.439986e+001
3.752785005195630e-004	1.669258e-001	1.439986e+001
3.757785005195635e-004	1.669258e-001	1.439986e+001
3.767785005195645e-004	1.669258e-001	1.439986e+001
3.787785005195665e-004	1.669258e-001	1.439986e+001
3.787840962388225e-004	1.669258e-001	1.439986e+001
3.787952876773346e-004	1.669258e-001	1.439986e+001
3.788176705543586e-004	1.669258e-001	1.439986e+001
3.788409146072702e-004	1.669258e-001	1.439986e+001
3.788622015205231e-004	1.669258e-001	1.439986e+001
3.788843301174710e-004	1.671205e-001	1.439986e+001
3.789078999269294e-004	1.681939e-001	1.439986e+001
3.789096006358086e-004	1.690706e-001	1.439986e+001
3.789130020535672e-004	1.746673e-001	1.439986e+001
3.789198048890913e-004	1.994400e-001	1.439986e+001
3.789247642480773e-004	2.409382e-001	1.439986e+001
3.789288656750739e-004	3.148209e-001	1.439986e+001
3.789327516437527e-004	4.514783e-001	1.439986e+001
3.789369898277023e-004	7.126840e-001	1.439986e+001
3.789411591251027e-004	1.126840e+000	1.439986e+001
3.789469879381183e-004	1.924918e+000	1.439986e+001
3.789507555074928e-004	2.542751e+000	1.439986e+001
3.789579628723436e-004	3.851086e+000	1.439986e+001
3.789625847331751e-004	4.656434e+000	1.439986e+001
3.789713517217339e-004	6.060699e+000	1.439986e+001
3.789808141217155e-004	7.383293e+000	1.439986e+001
3.789932329987186e-004	8.830238e+000	1.439986e+001
3.790063806608165e-004	1.006041e+001	1.439986e+001
3.790236016386547e-004	1.129876e+001	1.439986e+001
3.790429660223763e-004	1.232975e+001	1.439986e+001
3.790644912704602e-004	1.313885e+001	1.439986e+001
3.790879452595236e-004	1.374468e+001	1.439986e+001
3.791102078169392e-004	1.413278e+001	1.439986e+001
3.791329072240571e-004	1.439770e+001	1.439986e+001
3.791552103847226e-004	1.457285e+001	1.439986e+001
3.791783848557176e-004	1.469468e+001	1.439986e+001
3.792015824101644e-004	1.477599e+001	1.439986e+001
3.792257554423584e-004	1.483182e+001	1.439986e+001
3.792504655585269e-004	1.486900e+001	1.439986e+001
3.792767323036045e-004	1.489425e+001	1.439986e+001
3.793045183730290e-004	1.491088e+001	1.439986e+001
3.793350948314428e-004	1.492185e+001	1.439986e+001
3.793689874813794e-004	1.492875e+001	1.439986e+001
3.794081830912691e-004	1.493294e+001	1.439986e+001
3.794543685527799e-004	1.493522e+001	1.439986e+001
3.795115655411060e-004	1.493627e+001	1.439986e+001
3.795648977504423e-004	1.493646e+001	1.439986e+001
3.796042583548917e-004	1.493632e+001	1.439986e+001
3.796334742967658e-004	1.493609e+001	1.439986e+001
3.796587137453802e-004	1.493578e+001	1.439986e+001
3.796770375333117e-004	1.493547e+001	1.439986e+001
3.796877899440651e-004	1.493520e+001	1.439986e+001
3.796951668371823e-004	1.493492e+001	1.439986e+001
3.797014641668331e-004	1.493454e+001	1.439986e+001
3.797088095845377e-004	1.493384e+001	1.439986e+001
3.797163018250879e-004	1.493277e+001	1.439986e+001
3.797264308185652e-004	1.493080e+001	1.439986e+001
3.797380744575141e-004	1.492795e+001	1.439986e+001
3.797516016254138e-004	1.492396e+001	1.439986e+001
3.797667799221235e-004	1.491880e+001	1.439986e+001
3.797841808129004e-004	1.491222e+001	1.439986e+001
3.798020194066484e-004	1.490487e+001	1.439986e+001
3.798258503380017e-004	1.489441e+001	1.439986e+001
3.798527222055245e-004	1.488202e+001	1.439986e+001
3.798933288020612e-004	1.486257e+001	1.439986e+001
3.799470830775850e-004	1.483618e+001	1.439986e+001
3.800438322527841e-004	1.478798e+001	1.439986e+001
3.802208319543740e-004	1.469932e+001	1.439986e+001
3.805748313575538e-004	1.452345e+001	1.439986e+001
3.807140464441722e-004	1.445835e+001	1.439986e+001
3.807772963693792e-004	1.443298e+001	1.439986e+001
3.808108012430811e-004	1.442217e+001	1.439986e+001
3.808272827053733e-004	1.441795e+001	1.439986e+001
3.808476351149781e-004	1.441372e+001	1.439986e+001
3.808671124229945e-004	1.441039e+001	1.439986e+001
3.808831925472128e-004	1.440814e+001	1.439986e+001
3.808969258380646e-004	1.440656e+001	1.439986e+001
3.809088337713151e-004	1.440541e+001	1.439986e+001
3.809202725214428e-004	1.440448e+001	1.439986e+001
3.809317607505261e-004	1.440368e+001	1.439986e+001
3.809448902313134e-004	1.440293e+001	1.439986e+001
3.809614599984690e-004	1.440216e+001	1.439986e+001
3.809739542078444e-004	1.440168e+001	1.439986e+001
3.809838923330630e-004	1.440137e+001	1.439986e+001
3.809938164305651e-004	1.440111e+001	1.439986e+001
3.810038421462533e-004	1.440089e+001	1.439986e+001
3.810138223853052e-004	1.440070e+001	1.439986e+001
3.810253502080294e-004	1.440053e+001	1.439986e+001
3.810369547377346e-004	1.440038e+001	1.439986e+001
3.810498412042951e-004	1.440025e+001	1.439986e+001
3.810629949914657e-004	1.440015e+001	1.439986e+001
3.810773778587517e-004	1.440006e+001	1.439986e+001
3.810922635935771e-004	1.440000e+001	1.439986e+001
3.811089016609801e-004	1.439994e+001	1.439986e+001
3.811282429305521e-004	1.439990e+001	1.439986e+001
3.811404669685700e-004	1.439988e+001	1.439986e+001
3.811523199265393e-004	1.439987e+001	1.439986e+001
3.811663913203325e-004	1.439986e+001	1.439986e+001
3.811820482318706e-004	1.439985e+001	1.439986e+001
3.811983591093526e-004	1.439985e+001	1.439986e+001
3.812164441758595e-004	1.439984e+001	1.439986e+001
3.812370446045765e-004	1.439984e+001	1.439986e+001
3.812630181535825e-004	1.439984e+001	1.439986e+001
3.813010553319340e-004	1.439984e+001	1.439986e+001
3.813360253482750e-004	1.439984e+001	1.439986e+001
3.813811520778226e-004	1.439985e+001	1.439986e+001
3.814287273545269e-004	1.439985e+001	1.439986e+001
3.815152036120359e-004	1.439985e+001	1.439986e+001
3.816300440970810e-004	1.439985e+001	1.439986e+001
