time	V(n015)
1.011251777637487e-004	-7.590962e-002
1.011298934833552e-004	-1.125220e-001
1.011393249225681e-004	-1.965765e-001
1.011485464276971e-004	-2.892276e-001
1.011589598833643e-004	-4.040527e-001
1.011699038681591e-004	-5.322369e-001
1.011825482481396e-004	-6.865950e-001
1.011983849395423e-004	-8.851786e-001
1.012148966808360e-004	-1.095849e+000
1.012409738725822e-004	-1.431963e+000
1.012650454864025e-004	-1.743732e+000
1.012918378888866e-004	-2.091532e+000
1.013283746915741e-004	-2.566166e+000
1.013781017304913e-004	-3.212288e+000
1.014444402964235e-004	-4.074291e+000
1.015458096666824e-004	-5.391482e+000
1.015945775426283e-004	-6.025167e+000
1.016240537035640e-004	-6.407975e+000
1.016411443682044e-004	-6.625170e+000
1.016534796315707e-004	-6.773159e+000
1.016646816543246e-004	-6.901493e+000
1.016871719722312e-004	-7.156353e+000
1.017027293135145e-004	-7.332220e+000
1.017210201514213e-004	-7.538824e+000
1.017366404653317e-004	-7.715177e+000
1.017592017661037e-004	-7.969820e+000
1.017816843668778e-004	-8.223510e+000
1.018067577031531e-004	-8.506377e+000
1.018320751747376e-004	-8.791954e+000
1.018654891402557e-004	-9.168809e+000
1.019064802927766e-004	-9.631067e+000
1.019670123937264e-004	-1.031361e+001
1.020576800636747e-004	-1.133586e+001
1.021145885313629e-004	-1.197483e+001
1.021559053041507e-004	-1.242438e+001
1.021938529170083e-004	-1.279412e+001
1.022367553194098e-004	-1.313799e+001
1.022573624768139e-004	-1.325215e+001
1.022798606378633e-004	-1.331447e+001
1.023077521138879e-004	-1.334553e+001
1.023313918257843e-004	-1.335728e+001
1.023572828949687e-004	-1.336495e+001
1.023861350371025e-004	-1.337093e+001
1.024273259543837e-004	-1.337716e+001
1.024801226588434e-004	-1.338312e+001
1.025578298550628e-004	-1.338946e+001
1.026699583679264e-004	-1.339598e+001
1.028452155289322e-004	-1.340293e+001
1.030994573795185e-004	-1.340984e+001
1.032217548448539e-004	-1.341246e+001
1.032824417532136e-004	-1.341379e+001
1.033189511227550e-004	-1.341470e+001
1.033476637349040e-004	-1.341544e+001
1.033588612249642e-004	-1.341572e+001
1.033765166763290e-004	-1.341614e+001
1.033934613855828e-004	-1.341654e+001
1.034047742997507e-004	-1.341680e+001
1.034128988058672e-004	-1.341698e+001
1.034212239394566e-004	-1.341717e+001
1.034300767051785e-004	-1.341736e+001
1.034403004858200e-004	-1.341758e+001
1.034506290826451e-004	-1.341780e+001
1.034619921062852e-004	-1.341804e+001
1.034733941418092e-004	-1.341827e+001
1.034854218632947e-004	-1.341852e+001
1.034971424400330e-004	-1.341875e+001
1.035135840236573e-004	-1.341907e+001
1.035300256072817e-004	-1.341938e+001
1.035464671909060e-004	-1.341968e+001
1.035629087745303e-004	-1.341998e+001
1.035793503581547e-004	-1.342027e+001
1.035957919417790e-004	-1.342055e+001
1.036122335254033e-004	-1.342082e+001
1.036908524527438e-004	-1.342205e+001
1.038299772954179e-004	-1.342394e+001
1.038797073899464e-004	-1.342453e+001
1.039791675789964e-004	-1.342560e+001
1.041536457701275e-004	-1.342723e+001
1.043154396517323e-004	-1.342850e+001
1.045370489252753e-004	-1.342992e+001
1.047890803642301e-004	-1.343120e+001
1.051828254112971e-004	-1.343270e+001
1.056004754824702e-004	-1.343381e+001
1.063953256625685e-004	-1.343514e+001
1.071529383206843e-004	-1.343586e+001
1.084120616972120e-004	-1.343640e+001
1.104407016208064e-004	-1.343673e+001
1.123277275835236e-004	-1.343681e+001
1.161017795089578e-004	-1.343683e+001
1.210121553079785e-004	-1.343683e+001
1.290121553079796e-004	-1.343683e+001
1.370121553079806e-004	-1.343683e+001
1.450121553079817e-004	-1.343683e+001
1.530121553079827e-004	-1.343683e+001
1.610121553079838e-004	-1.343683e+001
1.690121553079849e-004	-1.343683e+001
1.770121553079859e-004	-1.343683e+001
1.780121553079869e-004	-1.343683e+001
1.782621553079872e-004	-1.343683e+001
1.787621553079877e-004	-1.343683e+001
1.787735198003487e-004	-1.343683e+001
1.787962487850708e-004	-1.343683e+001
1.788417067545151e-004	-1.343683e+001
1.789326226934035e-004	-1.343683e+001
1.791144545711804e-004	-1.343683e+001
1.791788817810391e-004	-1.343683e+001
1.792495779419506e-004	-1.343683e+001
1.792505903070799e-004	-1.343683e+001
1.792526150373314e-004	-1.343683e+001
1.792566644978344e-004	-1.343683e+001
1.792647634188474e-004	-1.343683e+001
1.792809612608734e-004	-1.343683e+001
1.792824798085638e-004	-1.343683e+001
1.792845045388153e-004	-1.343683e+001
1.792885539993183e-004	-1.343683e+001
1.792966529203313e-004	-1.343683e+001
1.792994908878312e-004	-1.343682e+001
1.792996616082621e-004	-1.343682e+001
1.793000030491238e-004	-1.343682e+001
1.793006859308541e-004	-1.343682e+001
1.793016726426566e-004	-1.343682e+001
1.793026863222136e-004	-1.343682e+001
1.793036681791010e-004	-1.343682e+001
1.793044933400059e-004	-1.343682e+001
1.793053915975160e-004	-1.343682e+001
1.793059773893754e-004	-1.343681e+001
1.793064149212126e-004	-1.343681e+001
1.793068642541307e-004	-1.343681e+001
1.793074180641840e-004	-1.343680e+001
1.793079754397256e-004	-1.343679e+001
1.793081871515612e-004	-1.343678e+001
1.793083860973099e-004	-1.343678e+001
1.793086706539313e-004	-1.343677e+001
1.793089433190370e-004	-1.343676e+001
1.793092581107436e-004	-1.343676e+001
1.793095846196052e-004	-1.343675e+001
1.793100302063463e-004	-1.343673e+001
1.793106049991430e-004	-1.343672e+001
1.793115533090320e-004	-1.343669e+001
1.793128811243966e-004	-1.343664e+001
1.793146492988090e-004	-1.343657e+001
1.793196613977810e-004	-1.343633e+001
1.793377162026395e-004	-1.343501e+001
1.793557710074980e-004	-1.343343e+001
1.793738258123565e-004	-1.343157e+001
1.793918806172150e-004	-1.342945e+001
1.794099354220735e-004	-1.342705e+001
1.794279902269321e-004	-1.342438e+001
1.794460450317906e-004	-1.342144e+001
1.794891245076452e-004	-1.341243e+001
1.795494658527602e-004	-1.339381e+001
1.795788904164278e-004	-1.337619e+001
1.796057919760258e-004	-1.333037e+001
1.796223662961713e-004	-1.323957e+001
1.796378626288606e-004	-1.307913e+001
1.796575936721667e-004	-1.283430e+001
1.797009065429359e-004	-1.229376e+001
1.797832429529245e-004	-1.126831e+001
1.798217259060195e-004	-1.078992e+001
1.798613604787336e-004	-1.029778e+001
1.798949601612837e-004	-9.881057e+000
1.799331689305433e-004	-9.407754e+000
1.799797827675559e-004	-8.831105e+000
1.800330710472406e-004	-8.172937e+000
1.800985962229287e-004	-7.365330e+000
1.801993049063699e-004	-6.126892e+000
1.802620868113919e-004	-5.356660e+000
1.803143405907856e-004	-4.717049e+000
1.803535180980864e-004	-4.238404e+000
1.803798625032022e-004	-3.917160e+000
1.804125763780681e-004	-3.519533e+000
1.804338553757501e-004	-3.264773e+000
1.804581896634808e-004	-2.985785e+000
1.804814139455616e-004	-2.721080e+000
1.804962223896645e-004	-2.552404e+000
1.805180884897686e-004	-2.303504e+000
1.805567521074164e-004	-1.864851e+000
1.805947153759244e-004	-1.443060e+000
1.806312973576044e-004	-1.067946e+000
1.806725467144096e-004	-7.053911e-001
1.806975432636013e-004	-5.331355e-001
1.807267942061791e-004	-3.868947e-001
1.807597031466823e-004	-2.758754e-001
1.808112080705845e-004	-1.695475e-001
1.808454763116835e-004	-1.289172e-001
1.808743166794580e-004	-1.110881e-001
1.809106124432275e-004	-9.829330e-002
1.809440840529406e-004	-9.167168e-002
1.809861485451078e-004	-8.742011e-002
1.810289834899281e-004	-8.532423e-002
1.810864994203007e-004	-8.415633e-002
1.811525970420447e-004	-8.364636e-002
1.812499863031655e-004	-8.296072e-002
1.813816803708304e-004	-7.990681e-002
1.814328386556680e-004	-7.493181e-002
1.814870544467953e-004	-6.374400e-002
1.815091658539658e-004	-5.723140e-002
1.815431700391001e-004	-4.587163e-002
1.815719545402647e-004	-3.667822e-002
1.815982269426086e-004	-2.923976e-002
1.816264100616971e-004	-2.245781e-002
1.816472248797260e-004	-1.827348e-002
1.816655623814931e-004	-1.521350e-002
1.816839550841040e-004	-1.263333e-002
1.817011277081629e-004	-1.061024e-002
1.817195032140159e-004	-8.795972e-003
1.817361186239319e-004	-7.436496e-003
1.817584266020356e-004	-5.969290e-003
1.817872944849877e-004	-4.500316e-003
1.818213130464486e-004	-3.248621e-003
1.818650506773684e-004	-2.146014e-003
1.819049454574034e-004	-1.483731e-003
1.819503434472292e-004	-1.001972e-003
1.819938632511980e-004	-7.007475e-004
1.820386225058410e-004	-4.980384e-004
1.820814188271819e-004	-3.688400e-004
1.821336717680103e-004	-2.647995e-004
1.821992391910152e-004	-1.799122e-004
1.822713722233055e-004	-1.212677e-004
1.823530203897486e-004	-8.051957e-005
1.824448180174770e-004	-5.250018e-005
1.825609270599340e-004	-3.116858e-005
1.827032917540786e-004	-1.580061e-005
1.828864822040199e-004	-4.616295e-006
1.831073241736481e-004	2.814943e-006
1.833911677969410e-004	7.937762e-006
1.837466264684937e-004	1.131063e-005
1.842202866618528e-004	1.358072e-005
1.848209258589820e-004	1.501077e-005
1.856672186781594e-004	1.597283e-005
1.867791811695357e-004	1.655080e-005
1.883509882449480e-004	1.690786e-005
1.905681224849201e-004	1.711847e-005
1.937863707514378e-004	1.723928e-005
1.985951177911616e-004	1.730648e-005
2.058660767116222e-004	1.734296e-005
2.138660767116232e-004	1.735818e-005
2.218660767116243e-004	1.736473e-005
2.298660767116253e-004	1.736813e-005
2.378660767116264e-004	1.737014e-005
2.458660767116275e-004	1.737141e-005
2.538660767116285e-004	1.737227e-005
2.618660767116296e-004	1.737288e-005
2.698660767116307e-004	1.737334e-005
2.759215565502210e-004	1.737360e-005
2.830876894955037e-004	1.737385e-005
2.910876894955047e-004	1.737408e-005
2.976608914715684e-004	1.737612e-005
2.977776004491825e-004	1.737553e-005
2.980110184044107e-004	1.737425e-005
2.984778543148672e-004	1.737424e-005
2.994407033801855e-004	1.737413e-005
2.994990578689891e-004	1.737423e-005
2.996157668466032e-004	1.737428e-005
2.998491848018314e-004	1.737428e-005
3.003306093344871e-004	1.737429e-005
3.003597865788923e-004	1.737429e-005
3.004181410676959e-004	1.737429e-005
3.005434093204945e-004	1.737430e-005
3.005842018637822e-004	1.737430e-005
3.006356522456538e-004	1.737430e-005
3.006500669143417e-004	1.913400e-005
3.006533880578269e-004	2.418056e-005
3.006562008606370e-004	3.786147e-005
3.006590707789053e-004	7.123822e-005
3.006617494045877e-004	1.343668e-004
3.006643241579565e-004	2.496733e-004
3.006672931970475e-004	4.871676e-004
3.006701442994572e-004	8.756494e-004
3.006727486744507e-004	1.474809e-003
3.006756479595821e-004	2.573762e-003
3.006784936142870e-004	4.353204e-003
3.006816002959351e-004	7.534156e-003
3.006847800900436e-004	1.274661e-002
3.006881108122486e-004	2.112172e-002
3.006915816635633e-004	3.373556e-002
3.006955978468867e-004	5.331853e-002
3.006999432016433e-004	8.040275e-002
3.007069816886379e-004	1.344256e-001
3.007165480956239e-004	2.211094e-001
3.007271667626876e-004	3.304393e-001
3.007385294698586e-004	4.583197e-001
3.007513358012776e-004	6.110840e-001
3.007670740939467e-004	8.058349e-001
3.007837819047621e-004	1.017215e+000
3.008029153601585e-004	1.262328e+000
3.008238481051334e-004	1.532111e+000
3.008471874802812e-004	1.833664e+000
3.008738039091338e-004	2.177762e+000
3.009003765804819e-004	2.521182e+000
3.009295990922534e-004	2.898567e+000
3.009607298099376e-004	3.300212e+000
3.009969762131429e-004	3.767339e+000
3.010380930372619e-004	4.296546e+000
3.010885802755756e-004	4.945346e+000
3.011504470832455e-004	5.738844e+000
3.012334560512850e-004	6.800799e+000
3.013488902317701e-004	8.272202e+000
3.015335670737487e-004	1.061675e+001
3.016420512517437e-004	1.198301e+001
3.017155458177601e-004	1.286228e+001
3.017592852572679e-004	1.324668e+001
3.017925933193194e-004	1.336594e+001
3.018151815852299e-004	1.338169e+001
3.018442422478979e-004	1.339188e+001
3.018688686060589e-004	1.339793e+001
3.018965506118021e-004	1.340314e+001
3.019093536775902e-004	1.340518e+001
3.019254509986566e-004	1.340753e+001
3.019409888266184e-004	1.340958e+001
3.019597232762419e-004	1.341182e+001
3.019795953203772e-004	1.341397e+001
3.020056533873106e-004	1.341649e+001
3.020365613255471e-004	1.341914e+001
3.020806091383679e-004	1.342239e+001
3.021406947562519e-004	1.342607e+001
3.022437272039366e-004	1.343102e+001
3.024261476333862e-004	1.343724e+001
3.027898268878962e-004	1.344510e+001
3.033097532109327e-004	1.345171e+001
3.040399752874748e-004	1.345664e+001
3.051151243632019e-004	1.346022e+001
3.062691077632337e-004	1.346195e+001
3.077910122122468e-004	1.346279e+001
3.095998506726372e-004	1.346310e+001
3.122899306371926e-004	1.346320e+001
3.160511372794009e-004	1.346323e+001
3.229660005195575e-004	1.346323e+001
3.309660005195586e-004	1.346323e+001
3.389660005195597e-004	1.346323e+001
3.469660005195607e-004	1.346323e+001
3.549660005195618e-004	1.346323e+001
3.629660005195629e-004	1.346323e+001
3.709660005195639e-004	1.346323e+001
3.710910005195606e-004	1.346323e+001
3.713410005195608e-004	1.346323e+001
3.718410005195613e-004	1.346323e+001
3.728410005195623e-004	1.346323e+001
3.748410005195643e-004	1.346323e+001
3.749035005195661e-004	1.346323e+001
3.750285005195628e-004	1.346323e+001
3.752785005195630e-004	1.346323e+001
3.757785005195635e-004	1.346323e+001
3.767785005195645e-004	1.346323e+001
3.787785005195665e-004	1.346323e+001
3.787840962388225e-004	1.346323e+001
3.787952876773346e-004	1.346323e+001
3.788176705543586e-004	1.346323e+001
3.788409146072702e-004	1.346323e+001
3.788622015205231e-004	1.346323e+001
3.788843301174710e-004	1.346323e+001
3.789078999269294e-004	1.346323e+001
3.789096006358086e-004	1.346323e+001
3.789130020535672e-004	1.346323e+001
3.789198048890913e-004	1.346323e+001
3.789247642480773e-004	1.346322e+001
3.789288656750739e-004	1.346322e+001
3.789327516437527e-004	1.346322e+001
3.789369898277023e-004	1.346321e+001
3.789411591251027e-004	1.346320e+001
3.789469879381183e-004	1.346316e+001
3.789507555074928e-004	1.346312e+001
3.789579628723436e-004	1.346299e+001
3.789625847331751e-004	1.346287e+001
3.789713517217339e-004	1.346262e+001
3.789808141217155e-004	1.346230e+001
3.789932329987186e-004	1.346182e+001
3.790063806608165e-004	1.346126e+001
3.790236016386547e-004	1.346049e+001
3.790429660223763e-004	1.345957e+001
3.790644912704602e-004	1.345851e+001
3.790879452595236e-004	1.345731e+001
3.791102078169392e-004	1.345614e+001
3.791329072240571e-004	1.345490e+001
3.791552103847226e-004	1.345364e+001
3.791783848557176e-004	1.345228e+001
3.792015824101644e-004	1.345087e+001
3.792257554423584e-004	1.344933e+001
3.792504655585269e-004	1.344769e+001
3.792767323036045e-004	1.344586e+001
3.793045183730290e-004	1.344380e+001
3.793350948314428e-004	1.344138e+001
3.793689874813794e-004	1.343846e+001
3.794081830912691e-004	1.343469e+001
3.794543685527799e-004	1.342952e+001
3.795115655411060e-004	1.342163e+001
3.795648977504423e-004	1.341200e+001
3.796042583548917e-004	1.340207e+001
3.796334742967658e-004	1.339116e+001
3.796587137453802e-004	1.337639e+001
3.796770375333117e-004	1.335824e+001
3.796877899440651e-004	1.333814e+001
3.796951668371823e-004	1.330957e+001
3.797014641668331e-004	1.326251e+001
3.797088095845377e-004	1.318253e+001
3.797163018250879e-004	1.309029e+001
3.797264308185652e-004	1.296336e+001
3.797380744575141e-004	1.281736e+001
3.797516016254138e-004	1.264775e+001
3.797667799221235e-004	1.245744e+001
3.797841808129004e-004	1.223925e+001
3.798020194066484e-004	1.201558e+001
3.798258503380017e-004	1.171677e+001
3.798527222055245e-004	1.137984e+001
3.798933288020612e-004	1.087069e+001
3.799470830775850e-004	1.019669e+001
3.800438322527841e-004	8.983603e+000
3.802208319543740e-004	6.764340e+000
3.805748313575538e-004	2.401845e+000
3.807140464441722e-004	8.674291e-001
3.807772963693792e-004	3.480463e-001
3.808108012430811e-004	1.728325e-001
3.808272827053733e-004	1.195743e-001
3.808476351149781e-004	7.587979e-002
3.808671124229945e-004	4.610942e-002
3.808831925472128e-004	2.894608e-002
3.808969258380646e-004	1.850697e-002
3.809088337713151e-004	1.186682e-002
3.809202725214428e-004	7.128114e-003
3.809317607505261e-004	3.627914e-003
3.809448902313134e-004	8.267139e-004
3.809614599984690e-004	-1.523306e-003
3.809739542078444e-004	-2.637775e-003
3.809838923330630e-004	-3.155510e-003
3.809938164305651e-004	-3.443406e-003
3.810038421462533e-004	-3.573622e-003
3.810138223853052e-004	-3.581279e-003
3.810253502080294e-004	-3.485619e-003
3.810369547377346e-004	-3.314947e-003
3.810498412042951e-004	-3.071305e-003
3.810629949914657e-004	-2.794359e-003
3.810773778587517e-004	-2.483573e-003
3.810922635935771e-004	-2.173000e-003
3.811089016609801e-004	-1.854782e-003
3.811282429305521e-004	-1.525825e-003
3.811404669685700e-004	-1.344576e-003
3.811523199265393e-004	-1.193403e-003
3.811663913203325e-004	-1.039481e-003
3.811820482318706e-004	-8.959478e-004
3.811983591093526e-004	-7.745478e-004
3.812164441758595e-004	-6.689773e-004
3.812370446045765e-004	-5.790545e-004
3.812630181535825e-004	-5.013855e-004
3.813010553319340e-004	-4.307862e-004
3.813360253482750e-004	-3.955322e-004
3.813811520778226e-004	-3.752817e-004
3.814287273545269e-004	-3.675566e-004
3.815152036120359e-004	-3.650611e-004
3.816300440970810e-004	-3.654380e-004
3.817392044748388e-004	-3.658492e-004
3.819575252303614e-004	-3.658996e-004
3.822773289945680e-004	-3.658867e-004
3.829169365229743e-004	-3.658895e-004
3.839141058096171e-004	-3.658891e-004
3.848457855274989e-004	-3.658892e-004
3.859869061760973e-004	-3.658891e-004
3.872191234265687e-004	-3.658892e-004
3.889523725419258e-004	-3.658892e-004
3.910624109125377e-004	-3.658892e-004
3.943132945050804e-004	-3.658892e-004
3.990893160197712e-004	-3.658892e-004
4.070893160197722e-004	-3.658892e-004
4.150893160197733e-004	-3.658892e-004
4.230893160197743e-004	-3.658892e-004
4.310893160197754e-004	-3.658892e-004
4.390893160197765e-004	-3.658892e-004
4.470893160197775e-004	-3.658892e-004
4.550893160197786e-004	-3.658892e-004
4.630893160197797e-004	-3.658892e-004
4.710893160197807e-004	-3.658892e-004
4.771744805940614e-004	-3.658892e-004
4.835535377204978e-004	-3.658892e-004
4.915535377204988e-004	-3.658892e-004
4.978340559445363e-004	-3.658887e-004
4.987541359761510e-004	-3.658890e-004
4.989841559840530e-004	-3.658892e-004
4.994441959998638e-004	-3.658892e-004
4.995592060038148e-004	-3.658892e-004
4.997892260117168e-004	-3.658892e-004
5.002492660275276e-004	-3.658892e-004
5.002652952264611e-004	-3.658892e-004
5.002973536243280e-004	-3.658892e-004
5.003271759107114e-004	-3.658892e-004
5.003694419836863e-004	-3.658892e-004
5.004033756409454e-004	-3.658892e-004
5.004293521581119e-004	-3.658892e-004
5.004603156137585e-004	-3.659934e-004
5.004661268020183e-004	-3.661482e-004
5.004675795990815e-004	-3.663320e-004
5.004704851932149e-004	-3.673405e-004
5.004719517775272e-004	-3.688041e-004
5.004731882186364e-004	-3.716546e-004
5.004740173281189e-004	-3.755554e-004
5.004748621498870e-004	-3.826880e-004
5.004754842820591e-004	-3.914236e-004
5.004760414010559e-004	-4.037647e-004
5.004765525448637e-004	-4.211224e-004
5.004770971527295e-004	-4.503749e-004
5.004777600411056e-004	-5.075313e-004
5.004783844449051e-004	-5.976137e-004
5.004790797838721e-004	-7.667163e-004
5.004797622906038e-004	-1.049015e-003
5.004805580819532e-004	-1.590496e-003
5.004814378479217e-004	-2.491671e-003
5.004822951956631e-004	-3.728179e-003
5.004834589680124e-004	-5.860964e-003
5.004840435004071e-004	-7.124744e-003
5.004844519435198e-004	-8.122925e-003
5.004849253451779e-004	-9.378518e-003
5.004854498841735e-004	-1.086027e-002
5.004857160041051e-004	-1.165210e-002
5.004859295703046e-004	-1.231441e-002
5.004861736123412e-004	-1.309582e-002
5.004864641629594e-004	-1.405523e-002
5.004867336795560e-004	-1.497418e-002
5.004870351994553e-004	-1.603675e-002
5.004873629223458e-004	-1.723324e-002
5.004878011467678e-004	-1.890031e-002
5.004883748695593e-004	-2.120083e-002
5.004892885693141e-004	-2.512697e-002
5.004906064330489e-004	-3.129728e-002
5.004923343482626e-004	-4.024692e-002
5.004945599699009e-004	-5.310949e-002
5.004973013912131e-004	-7.085176e-002
5.005007598265568e-004	-9.633632e-002
5.005076766972441e-004	-1.547926e-001
5.005170426403138e-004	-2.448234e-001
5.005286982792956e-004	-3.695188e-001
5.005405376298580e-004	-5.060034e-001
5.005525770423666e-004	-6.517116e-001
5.005661158905828e-004	-8.206097e-001
5.005838320484082e-004	-1.045814e+000
5.006033881847158e-004	-1.297158e+000
5.006220866197245e-004	-1.538950e+000
5.006470837687141e-004	-1.863144e+000
5.006785481994208e-004	-2.271727e+000
5.007246263898299e-004	-2.870378e+000
5.007768844939864e-004	-3.549409e+000
5.008581850283536e-004	-4.605829e+000
5.009811961122976e-004	-6.204177e+000
5.010119488832870e-004	-6.595424e+000
5.010337863134914e-004	-6.857543e+000
5.010480135194256e-004	-7.020316e+000
5.010647041869265e-004	-7.209231e+000
5.010808675660547e-004	-7.391917e+000
5.011010692623219e-004	-7.620055e+000
5.011216146980010e-004	-7.851978e+000
5.011403138943105e-004	-8.063005e+000
5.011617928297393e-004	-8.305349e+000
5.011864229419114e-004	-8.583201e+000
5.012954888871657e-004	-9.813223e+000
5.013611016126962e-004	-1.055303e+001
5.014742045108267e-004	-1.182264e+001
5.015316301640177e-004	-1.244371e+001
5.015752488017958e-004	-1.285338e+001
5.016262545628480e-004	-1.322033e+001
5.016460150603017e-004	-1.330145e+001
5.016701952223340e-004	-1.333744e+001
5.016968193728086e-004	-1.335404e+001
5.017207712087538e-004	-1.336232e+001
5.017495810139619e-004	-1.336906e+001
5.017831567346656e-004	-1.337478e+001
5.018333057772370e-004	-1.338108e+001
5.018984536145424e-004	-1.338710e+001
5.019989194889468e-004	-1.339371e+001
5.021438281933993e-004	-1.340034e+001
5.023687058067564e-004	-1.340747e+001
5.024886282046157e-004	-1.341032e+001
5.025612018802056e-004	-1.341174e+001
5.026049741975389e-004	-1.341257e+001
5.026382932710044e-004	-1.341330e+001
5.026585594463950e-004	-1.341381e+001
5.026885724513097e-004	-1.341462e+001
5.027154740629980e-004	-1.341531e+001
5.027671078919396e-004	-1.341656e+001
5.027854397672431e-004	-1.341697e+001
5.028037716425465e-004	-1.341738e+001
5.028221035178500e-004	-1.341777e+001
5.028404353931536e-004	-1.341816e+001
5.028587672684570e-004	-1.341853e+001
5.028770991437605e-004	-1.341889e+001
5.028954310190639e-004	-1.341924e+001
5.029156355739681e-004	-1.341961e+001
5.029342453246669e-004	-1.341995e+001
5.029529976644867e-004	-1.342028e+001
5.029740538922758e-004	-1.342064e+001
5.030200944362920e-004	-1.342139e+001
5.030486548976837e-004	-1.342183e+001
5.030914357261468e-004	-1.342246e+001
5.031244844809560e-004	-1.342292e+001
5.031655575376687e-004	-1.342347e+001
5.032112836369784e-004	-1.342404e+001
5.032817377999613e-004	-1.342486e+001
5.034226461259339e-004	-1.342628e+001
5.036131916179160e-004	-1.342793e+001
5.038097541520126e-004	-1.342933e+001
5.040215798916906e-004	-1.343052e+001
5.044288716239756e-004	-1.343226e+001
5.048111558244306e-004	-1.343344e+001
5.053648975516037e-004	-1.343458e+001
5.061054429641373e-004	-1.343552e+001
5.069334558973349e-004	-1.343609e+001
5.085894817637229e-004	-1.343659e+001
5.102273318243131e-004	-1.343676e+001
5.135030319454934e-004	-1.343682e+001
5.173762747416807e-004	-1.343683e+001
5.246522519973540e-004	-1.343683e+001
5.326522519973551e-004	-1.343683e+001
5.406522519973561e-004	-1.343683e+001
5.486522519973572e-004	-1.343683e+001
5.566522519973582e-004	-1.343683e+001
5.646522519973593e-004	-1.343683e+001
5.726522519973604e-004	-1.343683e+001
5.736522519973614e-004	-1.343683e+001
5.756522519973634e-004	-1.343683e+001
5.761522519973639e-004	-1.343683e+001
5.771522519973649e-004	-1.343683e+001
5.774022519973651e-004	-1.343683e+001
5.779022519973656e-004	-1.343683e+001
5.779134818996098e-004	-1.343683e+001
5.779359417040914e-004	-1.343683e+001
5.779808613130544e-004	-1.343683e+001
5.780707005309804e-004	-1.343683e+001
5.782503789668395e-004	-1.343683e+001
5.782952985758025e-004	-1.343683e+001
5.783851377937285e-004	-1.343683e+001
5.784515802379001e-004	-1.343683e+001
5.784957129457841e-004	-1.343683e+001
5.785327245284716e-004	-1.343683e+001
5.785623736343226e-004	-1.343683e+001
5.785947732783250e-004	-1.343683e+001
5.786281234539947e-004	-1.343683e+001
5.786486837135590e-004	-1.343683e+001
5.786800450974516e-004	-1.343683e+001
5.787165397323213e-004	-1.343683e+001
5.787176801896610e-004	-1.343683e+001
5.787179653039959e-004	-1.343683e+001
5.787185355326657e-004	-1.343683e+001
5.787196759900054e-004	-1.343683e+001
5.787219569046848e-004	-1.343683e+001
5.787232759548316e-004	-1.343683e+001
5.787246293831871e-004	-1.343683e+001
5.787256214259406e-004	-1.343683e+001
5.787265057977595e-004	-1.343682e+001
5.787273750957958e-004	-1.343682e+001
5.787282823514275e-004	-1.343682e+001
5.787292596185489e-004	-1.343682e+001
5.787300786362429e-004	-1.343682e+001
5.787309661636347e-004	-1.343682e+001
5.787314907457902e-004	-1.343682e+001
5.787319148076106e-004	-1.343682e+001
5.787323856326077e-004	-1.343681e+001
5.787329181406384e-004	-1.343680e+001
5.787332605824425e-004	-1.343680e+001
5.787334718182699e-004	-1.343679e+001
5.787336996479556e-004	-1.343679e+001
5.787339916539791e-004	-1.343678e+001
5.787342589396796e-004	-1.343677e+001
5.787345627485327e-004	-1.343677e+001
5.787348825894711e-004	-1.343676e+001
5.787353159942971e-004	-1.343674e+001
5.787358714280794e-004	-1.343673e+001
5.787367706641955e-004	-1.343670e+001
5.787380595802666e-004	-1.343665e+001
5.787397917375522e-004	-1.343659e+001
5.787419888132056e-004	-1.343649e+001
5.787551868881144e-004	-1.343563e+001
5.787683849630231e-004	-1.343461e+001
5.787815830379318e-004	-1.343343e+001
5.787947811128406e-004	-1.343210e+001
5.788079791877494e-004	-1.343061e+001
5.788211772626581e-004	-1.342897e+001
5.788343753375669e-004	-1.342717e+001
5.788666068868645e-004	-1.342230e+001
5.789062656111205e-004	-1.341451e+001
5.789638518182913e-004	-1.339740e+001
5.790072318712647e-004	-1.337276e+001
5.790322331838821e-004	-1.332525e+001
5.790496428951450e-004	-1.322225e+001
5.790655189987504e-004	-1.305385e+001
5.790852672944158e-004	-1.280798e+001
5.790987965519009e-004	-1.263906e+001
5.791136631886490e-004	-1.245354e+001
5.791284251576087e-004	-1.226940e+001
5.791482840140222e-004	-1.202185e+001
5.791773078003271e-004	-1.166033e+001
5.792129533521290e-004	-1.121676e+001
5.792915444835858e-004	-1.024048e+001
5.793254343389245e-004	-9.820221e+000
5.793639571204240e-004	-9.343102e+000
5.794104609542980e-004	-8.767907e+000
5.794643030942528e-004	-8.103026e+000
5.795325885678063e-004	-7.261631e+000
5.796404443766251e-004	-5.935767e+000
5.797005883288534e-004	-5.198204e+000
5.797501550010645e-004	-4.591766e+000
5.797868663130062e-004	-4.143469e+000
5.798126088414068e-004	-3.829730e+000
5.798295113840710e-004	-3.624198e+000
5.798485030265380e-004	-3.394469e+000
5.798674266197720e-004	-3.172264e+000
5.798836980353203e-004	-2.986497e+000
5.799067005771361e-004	-2.724320e+000
5.799224027303318e-004	-2.545465e+000
5.799436283105350e-004	-2.303859e+000
5.799840656489780e-004	-1.845089e+000
5.800209324651473e-004	-1.436150e+000
5.800586570071584e-004	-1.050796e+000
5.800991644873410e-004	-6.969392e-001
