v3	V(vout)
-3.359999999999994e-001	-3.359959e-001
-3.349999999999994e-001	-3.349957e-001
-3.339999999999994e-001	-3.339956e-001
-3.329999999999994e-001	-3.329955e-001
-3.319999999999994e-001	-3.319954e-001
-3.309999999999994e-001	-3.309952e-001
-3.299999999999994e-001	-3.299951e-001
-3.289999999999994e-001	-3.289950e-001
-3.279999999999994e-001	-3.279949e-001
-3.269999999999994e-001	-3.269948e-001
-3.259999999999994e-001	-3.259947e-001
-3.249999999999994e-001	-3.249947e-001
-3.239999999999994e-001	-3.239946e-001
-3.229999999999994e-001	-3.229945e-001
-3.219999999999994e-001	-3.219944e-001
-3.209999999999994e-001	-3.209943e-001
-3.199999999999994e-001	-3.199943e-001
-3.189999999999994e-001	-3.189942e-001
-3.179999999999994e-001	-3.179941e-001
-3.169999999999994e-001	-3.169941e-001
-3.159999999999994e-001	-3.159940e-001
-3.149999999999994e-001	-3.149940e-001
-3.139999999999994e-001	-3.139939e-001
-3.129999999999994e-001	-3.129939e-001
-3.119999999999994e-001	-3.119938e-001
-3.109999999999994e-001	-3.109938e-001
-3.099999999999994e-001	-3.099938e-001
-3.089999999999994e-001	-3.089937e-001
-3.079999999999994e-001	-3.079937e-001
-3.069999999999994e-001	-3.069937e-001
-3.059999999999994e-001	-3.059936e-001
-3.049999999999994e-001	-3.049936e-001
-3.039999999999994e-001	-3.039936e-001
-3.029999999999994e-001	-3.029936e-001
-3.019999999999994e-001	-3.019935e-001
-3.009999999999994e-001	-3.009935e-001
-2.999999999999994e-001	-2.999935e-001
-2.989999999999994e-001	-2.989935e-001
-2.979999999999994e-001	-2.979935e-001
-2.969999999999994e-001	-2.969935e-001
-2.959999999999994e-001	-2.959934e-001
-2.949999999999994e-001	-2.949934e-001
-2.939999999999994e-001	-2.939934e-001
-2.929999999999994e-001	-2.929934e-001
-2.919999999999994e-001	-2.919934e-001
-2.909999999999994e-001	-2.909934e-001
-2.899999999999994e-001	-2.899934e-001
-2.889999999999994e-001	-2.889934e-001
-2.879999999999994e-001	-2.879934e-001
-2.869999999999994e-001	-2.869934e-001
-2.859999999999994e-001	-2.859934e-001
-2.849999999999994e-001	-2.849934e-001
-2.839999999999994e-001	-2.839934e-001
-2.829999999999994e-001	-2.829934e-001
-2.819999999999994e-001	-2.819934e-001
-2.809999999999994e-001	-2.809934e-001
-2.799999999999994e-001	-2.799934e-001
-2.789999999999994e-001	-2.789934e-001
-2.779999999999994e-001	-2.779934e-001
-2.769999999999994e-001	-2.769935e-001
-2.759999999999994e-001	-2.759934e-001
-2.749999999999994e-001	-2.749934e-001
-2.739999999999994e-001	-2.739935e-001
-2.729999999999994e-001	-2.729935e-001
-2.719999999999994e-001	-2.719935e-001
-2.709999999999994e-001	-2.709935e-001
-2.699999999999994e-001	-2.699935e-001
-2.689999999999994e-001	-2.689935e-001
-2.679999999999994e-001	-2.679935e-001
-2.669999999999994e-001	-2.669936e-001
-2.659999999999994e-001	-2.659936e-001
-2.649999999999994e-001	-2.649936e-001
-2.639999999999994e-001	-2.639936e-001
-2.629999999999994e-001	-2.629936e-001
-2.619999999999993e-001	-2.619936e-001
-2.609999999999993e-001	-2.609936e-001
-2.599999999999993e-001	-2.599936e-001
-2.589999999999993e-001	-2.589937e-001
-2.579999999999993e-001	-2.579937e-001
-2.569999999999993e-001	-2.569937e-001
-2.559999999999993e-001	-2.559937e-001
-2.549999999999993e-001	-2.549937e-001
-2.539999999999993e-001	-2.539937e-001
-2.529999999999993e-001	-2.529938e-001
-2.519999999999993e-001	-2.519938e-001
-2.509999999999993e-001	-2.509938e-001
-2.499999999999993e-001	-2.499938e-001
-2.489999999999993e-001	-2.489939e-001
-2.479999999999993e-001	-2.479939e-001
-2.469999999999993e-001	-2.469939e-001
-2.459999999999993e-001	-2.459939e-001
-2.449999999999993e-001	-2.449939e-001
-2.439999999999993e-001	-2.439940e-001
-2.429999999999993e-001	-2.429940e-001
-2.419999999999993e-001	-2.419940e-001
-2.409999999999993e-001	-2.409940e-001
-2.399999999999993e-001	-2.399940e-001
-2.389999999999993e-001	-2.389941e-001
-2.379999999999993e-001	-2.379941e-001
-2.369999999999993e-001	-2.369941e-001
-2.359999999999993e-001	-2.359941e-001
-2.349999999999993e-001	-2.349941e-001
-2.339999999999993e-001	-2.339942e-001
-2.329999999999993e-001	-2.329942e-001
-2.319999999999993e-001	-2.319942e-001
-2.309999999999993e-001	-2.309942e-001
-2.299999999999993e-001	-2.299943e-001
-2.289999999999993e-001	-2.289943e-001
-2.279999999999993e-001	-2.279943e-001
-2.269999999999993e-001	-2.269943e-001
-2.259999999999993e-001	-2.259943e-001
-2.249999999999993e-001	-2.249944e-001
-2.239999999999993e-001	-2.239944e-001
-2.229999999999993e-001	-2.229944e-001
-2.219999999999993e-001	-2.219944e-001
-2.209999999999993e-001	-2.209945e-001
-2.199999999999993e-001	-2.199945e-001
-2.189999999999993e-001	-2.189945e-001
-2.179999999999993e-001	-2.179945e-001
-2.169999999999993e-001	-2.169946e-001
-2.159999999999993e-001	-2.159946e-001
-2.149999999999993e-001	-2.149946e-001
-2.139999999999993e-001	-2.139946e-001
-2.129999999999993e-001	-2.129947e-001
-2.119999999999993e-001	-2.119947e-001
-2.109999999999993e-001	-2.109947e-001
-2.099999999999993e-001	-2.099947e-001
-2.089999999999993e-001	-2.089947e-001
-2.079999999999993e-001	-2.079948e-001
-2.069999999999993e-001	-2.069948e-001
-2.059999999999993e-001	-2.059948e-001
-2.049999999999993e-001	-2.049948e-001
-2.039999999999993e-001	-2.039949e-001
-2.029999999999993e-001	-2.029949e-001
-2.019999999999993e-001	-2.019949e-001
-2.009999999999993e-001	-2.009949e-001
-1.999999999999993e-001	-1.999950e-001
-1.989999999999993e-001	-1.989950e-001
-1.979999999999993e-001	-1.979950e-001
-1.969999999999993e-001	-1.969950e-001
-1.959999999999993e-001	-1.959951e-001
-1.949999999999993e-001	-1.949951e-001
-1.939999999999993e-001	-1.939951e-001
-1.929999999999993e-001	-1.929951e-001
-1.919999999999993e-001	-1.919952e-001
-1.909999999999993e-001	-1.909952e-001
-1.899999999999993e-001	-1.899952e-001
-1.889999999999993e-001	-1.889952e-001
-1.879999999999993e-001	-1.879953e-001
-1.869999999999993e-001	-1.869953e-001
-1.859999999999993e-001	-1.859953e-001
-1.849999999999993e-001	-1.849953e-001
-1.839999999999993e-001	-1.839954e-001
-1.829999999999993e-001	-1.829954e-001
-1.819999999999993e-001	-1.819954e-001
-1.809999999999993e-001	-1.809954e-001
-1.799999999999993e-001	-1.799955e-001
-1.789999999999993e-001	-1.789955e-001
-1.779999999999993e-001	-1.779955e-001
-1.769999999999993e-001	-1.769955e-001
-1.759999999999993e-001	-1.759956e-001
-1.749999999999993e-001	-1.749956e-001
-1.739999999999993e-001	-1.739956e-001
-1.729999999999993e-001	-1.729956e-001
-1.719999999999993e-001	-1.719957e-001
-1.709999999999993e-001	-1.709957e-001
-1.699999999999993e-001	-1.699957e-001
-1.689999999999993e-001	-1.689957e-001
-1.679999999999993e-001	-1.679958e-001
-1.669999999999993e-001	-1.669958e-001
-1.659999999999993e-001	-1.659958e-001
-1.649999999999993e-001	-1.649958e-001
-1.639999999999993e-001	-1.639959e-001
-1.629999999999993e-001	-1.629959e-001
-1.619999999999993e-001	-1.619959e-001
-1.609999999999993e-001	-1.609959e-001
-1.599999999999993e-001	-1.599960e-001
-1.589999999999993e-001	-1.589960e-001
-1.579999999999993e-001	-1.579960e-001
-1.569999999999993e-001	-1.569960e-001
-1.559999999999993e-001	-1.559961e-001
-1.549999999999993e-001	-1.549961e-001
-1.539999999999993e-001	-1.539961e-001
-1.529999999999993e-001	-1.529961e-001
-1.519999999999993e-001	-1.519962e-001
-1.509999999999993e-001	-1.509962e-001
-1.499999999999993e-001	-1.499962e-001
-1.489999999999992e-001	-1.489962e-001
-1.479999999999992e-001	-1.479963e-001
-1.469999999999992e-001	-1.469963e-001
-1.459999999999992e-001	-1.459963e-001
-1.449999999999992e-001	-1.449963e-001
-1.439999999999992e-001	-1.439964e-001
-1.429999999999992e-001	-1.429964e-001
-1.419999999999992e-001	-1.419964e-001
-1.409999999999992e-001	-1.409964e-001
-1.399999999999992e-001	-1.399965e-001
-1.389999999999992e-001	-1.389965e-001
-1.379999999999992e-001	-1.379965e-001
-1.369999999999992e-001	-1.369965e-001
-1.359999999999992e-001	-1.359966e-001
-1.349999999999992e-001	-1.349966e-001
-1.339999999999992e-001	-1.339966e-001
-1.329999999999992e-001	-1.329966e-001
-1.319999999999992e-001	-1.319967e-001
-1.309999999999992e-001	-1.309967e-001
-1.299999999999992e-001	-1.299967e-001
-1.289999999999992e-001	-1.289967e-001
-1.279999999999992e-001	-1.279968e-001
-1.269999999999992e-001	-1.269968e-001
-1.259999999999992e-001	-1.259968e-001
-1.249999999999992e-001	-1.249968e-001
-1.239999999999992e-001	-1.239969e-001
-1.229999999999992e-001	-1.229969e-001
-1.219999999999992e-001	-1.219969e-001
-1.209999999999992e-001	-1.209969e-001
-1.199999999999992e-001	-1.199970e-001
-1.189999999999992e-001	-1.189970e-001
-1.179999999999992e-001	-1.179970e-001
-1.169999999999992e-001	-1.169970e-001
-1.159999999999992e-001	-1.159971e-001
-1.149999999999992e-001	-1.149971e-001
-1.139999999999992e-001	-1.139971e-001
-1.129999999999992e-001	-1.129971e-001
-1.119999999999992e-001	-1.119972e-001
-1.109999999999992e-001	-1.109972e-001
-1.099999999999992e-001	-1.099972e-001
-1.089999999999992e-001	-1.089972e-001
-1.079999999999992e-001	-1.079973e-001
-1.069999999999992e-001	-1.069973e-001
-1.059999999999992e-001	-1.059973e-001
-1.049999999999992e-001	-1.049973e-001
-1.039999999999992e-001	-1.039974e-001
-1.029999999999992e-001	-1.029974e-001
-1.019999999999992e-001	-1.019974e-001
-1.009999999999992e-001	-1.009974e-001
-9.999999999999920e-002	-9.999747e-002
-9.899999999999920e-002	-9.899750e-002
-9.799999999999920e-002	-9.799752e-002
-9.699999999999920e-002	-9.699754e-002
-9.599999999999920e-002	-9.599757e-002
-9.499999999999920e-002	-9.499760e-002
-9.399999999999920e-002	-9.399762e-002
-9.299999999999919e-002	-9.299765e-002
-9.199999999999919e-002	-9.199768e-002
-9.099999999999919e-002	-9.099770e-002
-8.999999999999919e-002	-8.999772e-002
-8.899999999999919e-002	-8.899775e-002
-8.799999999999919e-002	-8.799777e-002
-8.699999999999919e-002	-8.699780e-002
-8.599999999999919e-002	-8.599783e-002
-8.499999999999919e-002	-8.499785e-002
-8.399999999999919e-002	-8.399788e-002
-8.299999999999919e-002	-8.299790e-002
-8.199999999999919e-002	-8.199792e-002
-8.099999999999918e-002	-8.099795e-002
-7.999999999999918e-002	-7.999798e-002
-7.899999999999918e-002	-7.899800e-002
-7.799999999999918e-002	-7.799803e-002
-7.699999999999918e-002	-7.699805e-002
-7.599999999999918e-002	-7.599808e-002
-7.499999999999918e-002	-7.499810e-002
-7.399999999999918e-002	-7.399813e-002
-7.299999999999918e-002	-7.299815e-002
-7.199999999999918e-002	-7.199818e-002
-7.099999999999918e-002	-7.099821e-002
-6.999999999999917e-002	-6.999823e-002
-6.899999999999917e-002	-6.899825e-002
-6.799999999999917e-002	-6.799828e-002
-6.699999999999917e-002	-6.699830e-002
-6.599999999999917e-002	-6.599833e-002
-6.499999999999917e-002	-6.499836e-002
-6.399999999999917e-002	-6.399838e-002
-6.299999999999917e-002	-6.299841e-002
-6.199999999999917e-002	-6.199843e-002
-6.099999999999917e-002	-6.099845e-002
-5.999999999999917e-002	-5.999848e-002
-5.899999999999916e-002	-5.899851e-002
-5.799999999999916e-002	-5.799853e-002
-5.699999999999916e-002	-5.699856e-002
-5.599999999999916e-002	-5.599858e-002
-5.499999999999916e-002	-5.499861e-002
-5.399999999999916e-002	-5.399863e-002
-5.299999999999916e-002	-5.299866e-002
-5.199999999999916e-002	-5.199868e-002
-5.099999999999916e-002	-5.099871e-002
-4.999999999999916e-002	-4.999873e-002
-4.899999999999916e-002	-4.899876e-002
-4.799999999999915e-002	-4.799879e-002
-4.699999999999915e-002	-4.699881e-002
-4.599999999999915e-002	-4.599883e-002
-4.499999999999915e-002	-4.499886e-002
-4.399999999999915e-002	-4.399889e-002
-4.299999999999915e-002	-4.299891e-002
-4.199999999999915e-002	-4.199894e-002
-4.099999999999915e-002	-4.099896e-002
-3.999999999999915e-002	-3.999899e-002
-3.899999999999915e-002	-3.899901e-002
-3.799999999999915e-002	-3.799904e-002
-3.699999999999915e-002	-3.699906e-002
-3.599999999999914e-002	-3.599909e-002
-3.499999999999914e-002	-3.499911e-002
-3.399999999999914e-002	-3.399914e-002
-3.299999999999914e-002	-3.299917e-002
-3.199999999999914e-002	-3.199919e-002
-3.099999999999914e-002	-3.099922e-002
-2.999999999999914e-002	-2.999924e-002
-2.899999999999914e-002	-2.899927e-002
-2.799999999999914e-002	-2.799929e-002
-2.699999999999914e-002	-2.699932e-002
-2.599999999999914e-002	-2.599934e-002
-2.499999999999913e-002	-2.499937e-002
-2.399999999999913e-002	-2.399939e-002
-2.299999999999913e-002	-2.299942e-002
-2.199999999999913e-002	-2.199944e-002
-2.099999999999913e-002	-2.099947e-002
-1.999999999999913e-002	-1.999949e-002
-1.899999999999913e-002	-1.899952e-002
-1.799999999999913e-002	-1.799954e-002
-1.699999999999913e-002	-1.699957e-002
-1.599999999999913e-002	-1.599959e-002
-1.499999999999913e-002	-1.499962e-002
-1.399999999999912e-002	-1.399965e-002
-1.299999999999912e-002	-1.299967e-002
-1.199999999999912e-002	-1.199970e-002
-1.099999999999912e-002	-1.099972e-002
-9.999999999999121e-003	-9.999746e-003
-8.999999999999120e-003	-8.999772e-003
-7.999999999999119e-003	-7.999797e-003
-6.999999999999119e-003	-6.999823e-003
-5.999999999999119e-003	-5.999848e-003
-4.999999999999119e-003	-4.999873e-003
-3.999999999999119e-003	-3.999899e-003
-2.999999999999119e-003	-2.999924e-003
-1.999999999999119e-003	-1.999949e-003
-9.999999999991188e-004	-9.999744e-004
8.812395257962180e-016	2.782263e-010
1.000000000000881e-003	9.999750e-004
2.000000000000881e-003	1.999950e-003
3.000000000000881e-003	2.999924e-003
4.000000000000881e-003	3.999899e-003
5.000000000000881e-003	4.999874e-003
6.000000000000881e-003	5.999848e-003
7.000000000000881e-003	6.999823e-003
8.000000000000881e-003	7.999798e-003
9.000000000000882e-003	8.999772e-003
1.000000000000088e-002	9.999747e-003
1.100000000000088e-002	1.099972e-002
1.200000000000089e-002	1.199970e-002
1.300000000000089e-002	1.299967e-002
1.400000000000089e-002	1.399965e-002
1.500000000000089e-002	1.499962e-002
1.600000000000089e-002	1.599959e-002
1.700000000000089e-002	1.699957e-002
1.800000000000089e-002	1.799954e-002
1.900000000000089e-002	1.899952e-002
2.000000000000089e-002	1.999949e-002
2.100000000000089e-002	2.099947e-002
2.200000000000089e-002	2.199944e-002
2.300000000000090e-002	2.299942e-002
2.400000000000090e-002	2.399939e-002
2.500000000000090e-002	2.499937e-002
2.600000000000090e-002	2.599934e-002
2.700000000000090e-002	2.699932e-002
2.800000000000090e-002	2.799929e-002
2.900000000000090e-002	2.899927e-002
3.000000000000090e-002	2.999924e-002
3.100000000000090e-002	3.099922e-002
3.200000000000090e-002	3.199919e-002
3.300000000000090e-002	3.299917e-002
3.400000000000090e-002	3.399914e-002
3.500000000000091e-002	3.499911e-002
3.600000000000091e-002	3.599909e-002
3.700000000000091e-002	3.699907e-002
3.800000000000091e-002	3.799904e-002
3.900000000000091e-002	3.899901e-002
4.000000000000091e-002	3.999899e-002
4.100000000000091e-002	4.099896e-002
4.200000000000091e-002	4.199894e-002
4.300000000000091e-002	4.299891e-002
4.400000000000091e-002	4.399889e-002
4.500000000000091e-002	4.499886e-002
4.600000000000092e-002	4.599884e-002
4.700000000000092e-002	4.699881e-002
4.800000000000092e-002	4.799879e-002
4.900000000000092e-002	4.899876e-002
5.000000000000092e-002	4.999873e-002
5.100000000000092e-002	5.099871e-002
5.200000000000092e-002	5.199869e-002
5.300000000000092e-002	5.299866e-002
5.400000000000092e-002	5.399863e-002
5.500000000000092e-002	5.499861e-002
5.600000000000092e-002	5.599858e-002
5.700000000000093e-002	5.699856e-002
5.800000000000093e-002	5.799853e-002
5.900000000000093e-002	5.899851e-002
6.000000000000093e-002	5.999848e-002
6.100000000000093e-002	6.099846e-002
6.200000000000093e-002	6.199843e-002
6.300000000000093e-002	6.299841e-002
6.400000000000093e-002	6.399838e-002
6.500000000000093e-002	6.499836e-002
6.600000000000093e-002	6.599833e-002
6.700000000000093e-002	6.699830e-002
6.800000000000094e-002	6.799828e-002
6.900000000000094e-002	6.899825e-002
7.000000000000094e-002	6.999823e-002
7.100000000000094e-002	7.099821e-002
7.200000000000094e-002	7.199818e-002
7.300000000000094e-002	7.299815e-002
7.400000000000094e-002	7.399813e-002
7.500000000000094e-002	7.499810e-002
7.600000000000094e-002	7.599808e-002
7.700000000000094e-002	7.699805e-002
7.800000000000094e-002	7.799803e-002
7.900000000000094e-002	7.899800e-002
8.000000000000095e-002	7.999798e-002
8.100000000000095e-002	8.099795e-002
8.200000000000095e-002	8.199792e-002
8.300000000000095e-002	8.299790e-002
8.400000000000095e-002	8.399788e-002
8.500000000000095e-002	8.499785e-002
8.600000000000095e-002	8.599783e-002
8.700000000000095e-002	8.699780e-002
8.800000000000095e-002	8.799777e-002
8.900000000000095e-002	8.899775e-002
9.000000000000095e-002	8.999772e-002
9.100000000000096e-002	9.099770e-002
9.200000000000096e-002	9.199768e-002
9.300000000000096e-002	9.299765e-002
9.400000000000096e-002	9.399762e-002
9.500000000000096e-002	9.499760e-002
9.600000000000096e-002	9.599757e-002
9.700000000000096e-002	9.699754e-002
9.800000000000096e-002	9.799752e-002
9.900000000000096e-002	9.899750e-002
1.000000000000010e-001	9.999747e-002
1.010000000000010e-001	1.009974e-001
1.020000000000010e-001	1.019974e-001
1.030000000000010e-001	1.029974e-001
1.040000000000010e-001	1.039974e-001
1.050000000000010e-001	1.049973e-001
1.060000000000010e-001	1.059973e-001
1.070000000000010e-001	1.069973e-001
1.080000000000010e-001	1.079973e-001
1.090000000000010e-001	1.089972e-001
1.100000000000010e-001	1.099972e-001
1.110000000000010e-001	1.109972e-001
1.120000000000010e-001	1.119972e-001
1.130000000000010e-001	1.129971e-001
1.140000000000010e-001	1.139971e-001
1.150000000000010e-001	1.149971e-001
1.160000000000010e-001	1.159971e-001
1.170000000000010e-001	1.169970e-001
1.180000000000010e-001	1.179970e-001
1.190000000000010e-001	1.189970e-001
1.200000000000010e-001	1.199970e-001
1.210000000000010e-001	1.209969e-001
1.220000000000010e-001	1.219969e-001
1.230000000000010e-001	1.229969e-001
1.240000000000010e-001	1.239969e-001
1.250000000000010e-001	1.249968e-001
1.260000000000010e-001	1.259968e-001
1.270000000000010e-001	1.269968e-001
1.280000000000010e-001	1.279968e-001
1.290000000000010e-001	1.289967e-001
1.300000000000010e-001	1.299967e-001
1.310000000000010e-001	1.309967e-001
1.320000000000010e-001	1.319967e-001
1.330000000000010e-001	1.329966e-001
1.340000000000010e-001	1.339966e-001
1.350000000000010e-001	1.349966e-001
1.360000000000010e-001	1.359966e-001
1.370000000000010e-001	1.369965e-001
1.380000000000010e-001	1.379965e-001
1.390000000000010e-001	1.389965e-001
1.400000000000010e-001	1.399965e-001
1.410000000000010e-001	1.409964e-001
1.420000000000010e-001	1.419964e-001
1.430000000000010e-001	1.429964e-001
1.440000000000010e-001	1.439964e-001
1.450000000000010e-001	1.449963e-001
1.460000000000010e-001	1.459963e-001
1.470000000000010e-001	1.469963e-001
1.480000000000010e-001	1.479963e-001
1.490000000000010e-001	1.489962e-001
1.500000000000010e-001	1.499962e-001
1.510000000000010e-001	1.509962e-001
1.520000000000010e-001	1.519962e-001
1.530000000000010e-001	1.529961e-001
1.540000000000010e-001	1.539961e-001
1.550000000000010e-001	1.549961e-001
1.560000000000010e-001	1.559961e-001
1.570000000000010e-001	1.569960e-001
1.580000000000010e-001	1.579960e-001
1.590000000000010e-001	1.589960e-001
1.600000000000010e-001	1.599960e-001
1.610000000000010e-001	1.609959e-001
1.620000000000010e-001	1.619959e-001
1.630000000000010e-001	1.629959e-001
1.640000000000010e-001	1.639959e-001
1.650000000000010e-001	1.649958e-001
1.660000000000010e-001	1.659958e-001
1.670000000000010e-001	1.669958e-001
1.680000000000010e-001	1.679958e-001
1.690000000000010e-001	1.689957e-001
1.700000000000010e-001	1.699957e-001
1.710000000000010e-001	1.709957e-001
1.720000000000010e-001	1.719957e-001
1.730000000000010e-001	1.729956e-001
1.740000000000010e-001	1.739956e-001
1.750000000000010e-001	1.749956e-001
1.760000000000010e-001	1.759956e-001
1.770000000000010e-001	1.769955e-001
1.780000000000010e-001	1.779955e-001
1.790000000000010e-001	1.789955e-001
1.800000000000010e-001	1.799955e-001
1.810000000000010e-001	1.809954e-001
1.820000000000010e-001	1.819954e-001
1.830000000000010e-001	1.829954e-001
1.840000000000010e-001	1.839954e-001
1.850000000000010e-001	1.849953e-001
1.860000000000010e-001	1.859953e-001
1.870000000000010e-001	1.869953e-001
1.880000000000010e-001	1.879953e-001
1.890000000000010e-001	1.889952e-001
1.900000000000010e-001	1.899952e-001
1.910000000000010e-001	1.909952e-001
1.920000000000010e-001	1.919952e-001
1.930000000000010e-001	1.929951e-001
1.940000000000010e-001	1.939951e-001
1.950000000000010e-001	1.949951e-001
1.960000000000010e-001	1.959951e-001
1.970000000000010e-001	1.969950e-001
1.980000000000010e-001	1.979950e-001
1.990000000000010e-001	1.989950e-001
2.000000000000010e-001	1.999950e-001
2.010000000000010e-001	2.009949e-001
2.020000000000010e-001	2.019949e-001
2.030000000000010e-001	2.029949e-001
2.040000000000010e-001	2.039949e-001
2.050000000000010e-001	2.049948e-001
2.060000000000010e-001	2.059948e-001
2.070000000000010e-001	2.069948e-001
2.080000000000011e-001	2.079948e-001
2.090000000000011e-001	2.089947e-001
2.100000000000011e-001	2.099947e-001
2.110000000000011e-001	2.109947e-001
2.120000000000011e-001	2.119947e-001
2.130000000000011e-001	2.129947e-001
2.140000000000011e-001	2.139946e-001
2.150000000000011e-001	2.149946e-001
2.160000000000011e-001	2.159946e-001
2.170000000000011e-001	2.169946e-001
2.180000000000011e-001	2.179945e-001
2.190000000000011e-001	2.189945e-001
2.200000000000011e-001	2.199945e-001
2.210000000000011e-001	2.209945e-001
2.220000000000011e-001	2.219944e-001
2.230000000000011e-001	2.229944e-001
2.240000000000011e-001	2.239944e-001
2.250000000000011e-001	2.249944e-001
2.260000000000011e-001	2.259943e-001
2.270000000000011e-001	2.269943e-001
2.280000000000011e-001	2.279943e-001
2.290000000000011e-001	2.289943e-001
2.300000000000011e-001	2.299943e-001
2.310000000000011e-001	2.309942e-001
2.320000000000011e-001	2.319942e-001
2.330000000000011e-001	2.329942e-001
2.340000000000011e-001	2.339942e-001
2.350000000000011e-001	2.349941e-001
2.360000000000011e-001	2.359941e-001
2.370000000000011e-001	2.369941e-001
2.380000000000011e-001	2.379941e-001
2.390000000000011e-001	2.389941e-001
2.400000000000011e-001	2.399940e-001
2.410000000000011e-001	2.409940e-001
2.420000000000011e-001	2.419940e-001
2.430000000000011e-001	2.429940e-001
2.440000000000011e-001	2.439940e-001
2.450000000000011e-001	2.449939e-001
2.460000000000011e-001	2.459939e-001
2.470000000000011e-001	2.469939e-001
2.480000000000011e-001	2.479939e-001
2.490000000000011e-001	2.489939e-001
2.500000000000011e-001	2.499938e-001
2.510000000000011e-001	2.509938e-001
2.520000000000011e-001	2.519938e-001
2.530000000000011e-001	2.529938e-001
2.540000000000011e-001	2.539937e-001
2.550000000000011e-001	2.549937e-001
2.560000000000011e-001	2.559937e-001
2.570000000000011e-001	2.569937e-001
2.580000000000011e-001	2.579937e-001
2.590000000000011e-001	2.589937e-001
2.600000000000011e-001	2.599936e-001
2.610000000000011e-001	2.609936e-001
2.620000000000011e-001	2.619936e-001
2.630000000000011e-001	2.629936e-001
2.640000000000011e-001	2.639936e-001
2.650000000000011e-001	2.649936e-001
2.660000000000011e-001	2.659936e-001
2.670000000000011e-001	2.669936e-001
2.680000000000011e-001	2.679935e-001
2.690000000000011e-001	2.689935e-001
2.700000000000011e-001	2.699935e-001
2.710000000000011e-001	2.709935e-001
2.720000000000011e-001	2.719935e-001
2.730000000000011e-001	2.729935e-001
2.740000000000011e-001	2.739935e-001
2.750000000000011e-001	2.749934e-001
2.760000000000011e-001	2.759934e-001
2.770000000000011e-001	2.769935e-001
2.780000000000011e-001	2.779934e-001
2.790000000000011e-001	2.789934e-001
2.800000000000011e-001	2.799934e-001
2.810000000000011e-001	2.809934e-001
2.820000000000011e-001	2.819934e-001
2.830000000000011e-001	2.829934e-001
2.840000000000011e-001	2.839934e-001
2.850000000000011e-001	2.849934e-001
2.860000000000011e-001	2.859934e-001
2.870000000000011e-001	2.869934e-001
2.880000000000011e-001	2.879934e-001
2.890000000000011e-001	2.889934e-001
2.900000000000011e-001	2.899934e-001
2.910000000000011e-001	2.909934e-001
2.920000000000011e-001	2.919934e-001
2.930000000000011e-001	2.929934e-001
2.940000000000011e-001	2.939934e-001
2.950000000000011e-001	2.949934e-001
2.960000000000011e-001	2.959934e-001
2.970000000000011e-001	2.969935e-001
2.980000000000011e-001	2.979935e-001
2.990000000000011e-001	2.989935e-001
3.000000000000011e-001	2.999935e-001
3.010000000000011e-001	3.009935e-001
3.020000000000011e-001	3.019935e-001
3.030000000000011e-001	3.029936e-001
3.040000000000011e-001	3.039936e-001
3.050000000000011e-001	3.049936e-001
3.060000000000011e-001	3.059936e-001
3.070000000000011e-001	3.069937e-001
3.080000000000011e-001	3.079937e-001
3.090000000000011e-001	3.089937e-001
3.100000000000011e-001	3.099938e-001
3.110000000000011e-001	3.109938e-001
3.120000000000011e-001	3.119938e-001
3.130000000000011e-001	3.129939e-001
3.140000000000011e-001	3.139939e-001
3.150000000000011e-001	3.149940e-001
3.160000000000011e-001	3.159940e-001
3.170000000000011e-001	3.169941e-001
3.180000000000011e-001	3.179941e-001
3.190000000000011e-001	3.189942e-001
3.200000000000011e-001	3.199943e-001
3.210000000000011e-001	3.209943e-001
3.220000000000011e-001	3.219944e-001
3.230000000000011e-001	3.229945e-001
3.240000000000011e-001	3.239945e-001
3.250000000000011e-001	3.249947e-001
3.260000000000011e-001	3.259947e-001
3.270000000000011e-001	3.269948e-001
3.280000000000011e-001	3.279949e-001
3.290000000000011e-001	3.289950e-001
3.300000000000011e-001	3.299951e-001
3.310000000000011e-001	3.309952e-001
3.320000000000011e-001	3.319954e-001
3.330000000000011e-001	3.329955e-001
3.340000000000011e-001	3.339956e-001
3.350000000000011e-001	3.349957e-001
3.360000000000011e-001	3.359959e-001
3.370000000000011e-001	3.369960e-001
3.380000000000011e-001	3.379962e-001
3.390000000000011e-001	3.389964e-001
3.400000000000011e-001	3.399965e-001
3.410000000000011e-001	3.409967e-001
3.420000000000011e-001	3.419969e-001
3.430000000000011e-001	3.429971e-001
3.440000000000011e-001	3.439973e-001
3.450000000000011e-001	3.449975e-001
3.460000000000011e-001	3.459977e-001
3.470000000000011e-001	3.469979e-001
3.480000000000011e-001	3.479982e-001
3.490000000000011e-001	3.489984e-001
3.500000000000011e-001	3.499987e-001
3.510000000000011e-001	3.509989e-001
3.520000000000012e-001	3.519992e-001
3.530000000000012e-001	3.529995e-001
3.540000000000012e-001	3.539998e-001
3.550000000000012e-001	3.550002e-001
3.560000000000012e-001	3.560005e-001
3.570000000000012e-001	3.570008e-001
3.580000000000012e-001	3.580012e-001
3.590000000000012e-001	3.590016e-001
3.600000000000012e-001	3.600020e-001
3.610000000000012e-001	3.610024e-001
3.620000000000012e-001	3.620028e-001
3.630000000000012e-001	3.630033e-001
3.640000000000012e-001	3.640037e-001
