time	V(vin+)	V(vout)
5.674890807517770e-003	-8.908238e-001	-1.339864e+001
5.683251409591711e-003	-9.133728e-001	-1.342493e+001
5.691612011665651e-003	-9.333833e-001	-1.344202e+001
5.699972613739592e-003	-9.508551e-001	-1.344990e+001
5.708333215813531e-003	-9.657884e-001	-1.344859e+001
5.716693817887472e-003	-9.781830e-001	-1.343808e+001
5.734271942887473e-003	-9.951211e-001	-1.344123e+001
5.751850067887474e-003	-9.999325e-001	-1.344218e+001
5.769428192887474e-003	-9.925586e-001	-1.344116e+001
5.787006317887475e-003	-9.730893e-001	-1.343791e+001
5.804584442887476e-003	-9.417620e-001	-1.343143e+001
5.822162567887476e-003	-8.989583e-001	-1.341841e+001
5.825440244697139e-003	-8.897354e-001	-1.343008e+001
5.828717921506801e-003	-8.801461e-001	-1.343127e+001
5.831995598316464e-003	-8.701906e-001	-1.342197e+001
5.835273275126127e-003	-8.598687e-001	-1.340219e+001
5.838550951935789e-003	-8.491804e-001	-1.337193e+001
5.841828628745452e-003	-8.381259e-001	-1.333118e+001
5.845106305555114e-003	-8.267050e-001	-1.327994e+001
5.857420835204015e-003	-7.799129e-001	-1.252823e+001
5.869735364852914e-003	-7.292717e-001	-1.171649e+001
5.882049894501815e-003	-6.747813e-001	-1.084474e+001
5.894364424150715e-003	-6.164418e-001	-9.912968e+000
5.906678953799615e-003	-5.542532e-001	-8.921178e+000
5.918993483448515e-003	-4.882155e-001	-7.869371e+000
5.931308013097415e-003	-4.183287e-001	-6.757545e+000
5.948886138097416e-003	-3.156654e-001	-5.118719e+000
5.966464263097417e-003	-2.091555e-001	-3.417514e+000
5.984042388097417e-003	-1.000967e-001	-1.674664e+000
5.995761138097418e-003	-2.663041e-002	-5.001328e-001
6.000000000000000e-003	-1.469576e-015	-7.425943e-002
