waveform	Ch0	
t0	06-05-20  16:47:44,131724	
delta t	5,000000E-6	

time[0]	Ch0
06-05-20  16:47:44,132309	5,151852E+0
06-05-20  16:47:44,132314	5,330428E+0
06-05-20  16:47:44,132319	5,461514E+0
06-05-20  16:47:44,132324	5,546737E+0
06-05-20  16:47:44,132329	5,590974E+0
06-05-20  16:47:44,132334	5,597805E+0
06-05-20  16:47:44,132339	5,566253E+0
06-05-20  16:47:44,132344	5,501523E+0
06-05-20  16:47:44,132349	5,405892E+0
06-05-20  16:47:44,132354	5,280336E+0
06-05-20  16:47:44,132359	5,130059E+0
06-05-20  16:47:44,132364	4,954410E+0
06-05-20  16:47:44,132369	4,758594E+0
06-05-20  16:47:44,132374	4,540985E+0
06-05-20  16:47:44,132379	4,307437E+0
06-05-20  16:47:44,132384	4,057951E+0
06-05-20  16:47:44,132389	3,793828E+0
06-05-20  16:47:44,132394	3,518319E+0
06-05-20  16:47:44,132399	3,231752E+0
06-05-20  16:47:44,132404	2,935101E+0
06-05-20  16:47:44,132409	2,631944E+0
06-05-20  16:47:44,132414	2,321631E+0
06-05-20  16:47:44,132419	2,004813E+0
06-05-20  16:47:44,132424	1,684091E+0
06-05-20  16:47:44,132429	1,360442E+0
06-05-20  16:47:44,132434	1,034191E+0
06-05-20  16:47:44,132439	7,069642E-1
06-05-20  16:47:44,132444	3,797371E-1
06-05-20  16:47:44,132449	5,153428E-2
06-05-20  16:47:44,132454	-2,753675E-1
06-05-20  16:47:44,132459	-5,990165E-1
06-05-20  16:47:44,132464	-9,226655E-1
06-05-20  16:47:44,132469	-1,242086E+0
06-05-20  16:47:44,132474	-1,557603E+0
06-05-20  16:47:44,132479	-1,869867E+0
06-05-20  16:47:44,132484	-2,178228E+0
06-05-20  16:47:44,132489	-2,480735E+0
06-05-20  16:47:44,132494	-2,779012E+0
06-05-20  16:47:44,132499	-3,071760E+0
06-05-20  16:47:44,132504	-3,358978E+0
06-05-20  16:47:44,132509	-3,639365E+0
06-05-20  16:47:44,132514	-3,915199E+0
06-05-20  16:47:44,132519	-4,184527E+0
06-05-20  16:47:44,132524	-4,447024E+0
06-05-20  16:47:44,132529	-4,704317E+0
06-05-20  16:47:44,132534	-4,945346E+0
06-05-20  16:47:44,132539	-5,178894E+0
06-05-20  16:47:44,132544	-5,357145E+0
06-05-20  16:47:44,132549	-5,484653E+0
06-05-20  16:47:44,132554	-5,566297E+0
06-05-20  16:47:44,132559	-5,602728E+0
06-05-20  16:47:44,132564	-5,600451E+0
06-05-20  16:47:44,132569	-5,559791E+0
06-05-20  16:47:44,132574	-5,482701E+0
06-05-20  16:47:44,132579	-5,374710E+0
06-05-20  16:47:44,132584	-5,236468E+0
06-05-20  16:47:44,132589	-5,071553E+0
06-05-20  16:47:44,132594	-4,882568E+0
06-05-20  16:47:44,132599	-4,670163E+0
06-05-20  16:47:44,132604	-4,437917E+0
06-05-20  16:47:44,132609	-4,189406E+0
06-05-20  16:47:44,132614	-3,923981E+0
06-05-20  16:47:44,132619	-3,644895E+0
06-05-20  16:47:44,132624	-3,353123E+0
06-05-20  16:47:44,132629	-3,051268E+0
06-05-20  16:47:44,132634	-2,739328E+0
06-05-20  16:47:44,132639	-2,419258E+0
06-05-20  16:47:44,132644	-2,092681E+0
06-05-20  16:47:44,132649	-1,761876E+0
06-05-20  16:47:44,132654	-1,425866E+0
06-05-20  16:47:44,132659	-1,087255E+0
06-05-20  16:47:44,132664	-7,466915E-1
06-05-20  16:47:44,132669	-4,051524E-1
06-05-20  16:47:44,132674	-6,296265E-2
06-05-20  16:47:44,132679	2,792271E-1
06-05-20  16:47:44,132684	6,188145E-1
06-05-20  16:47:44,132689	9,577515E-1
06-05-20  16:47:44,132694	1,292785E+0
06-05-20  16:47:44,132699	1,624566E+0
06-05-20  16:47:44,132704	1,953094E+0
06-05-20  16:47:44,132709	2,278044E+0
06-05-20  16:47:44,132714	2,597465E+0
06-05-20  16:47:44,132719	2,912006E+0
06-05-20  16:47:44,132724	3,221018E+0
06-05-20  16:47:44,132729	3,524825E+0
06-05-20  16:47:44,132734	3,822127E+0
06-05-20  16:47:44,132739	4,112597E+0
06-05-20  16:47:44,132744	4,397539E+0
06-05-20  16:47:44,132749	4,676300E+0
06-05-20  16:47:44,132754	4,942700E+0
06-05-20  16:47:44,132759	5,170068E+0
06-05-20  16:47:44,132764	5,345066E+0
06-05-20  16:47:44,132769	5,470947E+0
06-05-20  16:47:44,132774	5,553242E+0
06-05-20  16:47:44,132779	5,594552E+0
06-05-20  16:47:44,132784	5,596504E+0
06-05-20  16:47:44,132789	5,563651E+0
06-05-20  16:47:44,132794	5,495994E+0
06-05-20  16:47:44,132799	5,396785E+0
06-05-20  16:47:44,132804	5,269602E+0
06-05-20  16:47:44,132809	5,116397E+0
06-05-20  16:47:44,132814	4,939447E+0
06-05-20  16:47:44,132819	4,740704E+0
06-05-20  16:47:44,132824	4,522444E+0
06-05-20  16:47:44,132829	4,287596E+0
06-05-20  16:47:44,132834	4,035832E+0
06-05-20  16:47:44,132839	3,771709E+0
06-05-20  16:47:44,132844	3,494574E+0
06-05-20  16:47:44,132849	3,206380E+0
06-05-20  16:47:44,132854	2,910380E+0
06-05-20  16:47:44,132859	2,605922E+0
06-05-20  16:47:44,132864	2,293657E+0
06-05-20  16:47:44,132869	1,977490E+0
06-05-20  16:47:44,132874	1,656443E+0
06-05-20  16:47:44,132879	1,331493E+0
06-05-20  16:47:44,132884	1,005567E+0
06-05-20  16:47:44,132889	6,789905E-1
06-05-20  16:47:44,132894	3,504624E-1
06-05-20  16:47:44,132899	2,356060E-2
06-05-20  16:47:44,132904	-3,030159E-1
06-05-20  16:47:44,132909	-6,273154E-1
06-05-20  16:47:44,132914	-9,509644E-1
06-05-20  16:47:44,132919	-1,269409E+0
06-05-20  16:47:44,132924	-1,585251E+0
06-05-20  16:47:44,132929	-1,896540E+0
06-05-20  16:47:44,132934	-2,203600E+0
06-05-20  16:47:44,132939	-2,507082E+0
06-05-20  16:47:44,132944	-2,804058E+0
06-05-20  16:47:44,132949	-3,096806E+0
06-05-20  16:47:44,132954	-3,383048E+0
06-05-20  16:47:44,132959	-3,664412E+0
06-05-20  16:47:44,132964	-3,938619E+0
06-05-20  16:47:44,132969	-4,207947E+0
06-05-20  16:47:44,132974	-4,470119E+0
06-05-20  16:47:44,132979	-4,726111E+0
06-05-20  16:47:44,132984	-4,956731E+0
06-05-20  16:47:44,132989	-5,197435E+0
06-05-20  16:47:44,132994	-5,370481E+0
